# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
dobro	jutro	1500000
je	za	1400000
recept	ostaje	1400000
ostaje	kod	1400000
treba	kupiti	1400000
kupovina	uključuje	1400000
narudžba	dolazi	1400000
cijena	se	1400000
kava	je	1400000
večera	će	1400000
će	biti	1400000
recept	koristi	1400000
molitva	počinje	1400000
počinje	prije	1400000
obitelj	ide	1400000
poruka	govori	1400000
crkva	otvara	1400000
otvara	za	1400000
knjiga	citira	1400000
sud	čeka	1400000
odvjetnik	priprema	1400000
zakon	mijenja	1400000
policija	čuva	1400000
sudac	traži	1400000
vlada	priprema	1400000
ministar	govori	1400000
glasanje	počinje	1400000
stranka	odgovara	1400000
odgovara	na	1400000
grad	mijenja	1400000
utakmica	počinje	1400000
momčad	trenira	1400000
trenira	za	1400000
igrač	provjerava	1400000
stadion	otvara	1400000
utrka	prolazi	1400000
prolazi	kroz	1400000
najam	se	1400000
se	plaća	1400000
plaća	za	1400000
provjeri	račun	1400000
račun	za	1400000
budžet	pokriva	1400000
banka	potvrđuje	1400000
spremi	osiguranje	1400000
osiguranje	za	1400000
kuća	treba	1400000
popravak	traži	1400000
internet	radi	1400000
ključ	ostaje	1400000
selidba	koristi	1400000
film	počinje	1400000
počinje	nakon	1400000
glazba	nastavlja	1400000
podcast	govori	1400000
serija	dolazi	1400000
igra	radi	1400000
radi	na	1400000
se	puni	1400000
datoteka	ostaje	1400000
stranica	pokazuje	1400000
lozinka	radi	1400000
radi	za	1400000
nadogradnja	je	1400000
muzej	prikazuje	1400000
knjiga	objašnjava	1400000
povijest	spominje	1400000
znanost	traži	1400000
slika	ostaje	1400000
nazovi	kad	1400000
termin	se	1400000
spremi	adresu	1400000
adresu	za	1400000
kalendar	potvrđuje	1400000
poruka	je	1400000
možeš	poruka	1400000
možeš	odgovor	1400000
možeš	fotografija	1400000
možeš	telefon	1400000
možeš	termin	1400000
da	poruka	1400000
da	odgovor	1400000
da	fotografija	1400000
da	telefon	1400000
da	termin	1400000
kad	poruka	1400000
kad	odgovor	1400000
kad	fotografija	1400000
kad	telefon	1400000
kad	termin	1400000
mi	poruka	1400000
mi	odgovor	1400000
mi	fotografija	1400000
mi	telefon	1400000
mi	termin	1400000
za	poruka	1400000
za	odgovor	1400000
za	fotografija	1400000
za	telefon	1400000
za	termin	1400000
poruka	poruka	1400000
poruka	odgovor	1400000
poruka	fotografija	1400000
poruka	telefon	1400000
poruka	termin	1400000
poruka	prije	1400000
poruka	poslije	1400000
poruka	sutra	1400000
poruka	večeras	1400000
poruka	ovaj	1400000
poruka	kod	1400000
poruka	obitelji	1400000
poruka	jer	1400000
poruka	kad	1400000
poruka	molim	1400000
odgovor	poruka	1400000
odgovor	odgovor	1400000
odgovor	fotografija	1400000
odgovor	telefon	1400000
odgovor	termin	1400000
odgovor	prije	1400000
odgovor	poslije	1400000
odgovor	sutra	1400000
odgovor	večeras	1400000
odgovor	ovaj	1400000
odgovor	kod	1400000
odgovor	obitelji	1400000
odgovor	jer	1400000
odgovor	kad	1400000
odgovor	molim	1400000
fotografija	poruka	1400000
fotografija	odgovor	1400000
fotografija	fotografija	1400000
fotografija	telefon	1400000
fotografija	termin	1400000
fotografija	prije	1400000
fotografija	poslije	1400000
fotografija	sutra	1400000
fotografija	večeras	1400000
fotografija	ovaj	1400000
fotografija	kod	1400000
fotografija	obitelji	1400000
fotografija	jer	1400000
fotografija	kad	1400000
fotografija	molim	1400000
telefon	poruka	1400000
telefon	odgovor	1400000
telefon	fotografija	1400000
telefon	telefon	1400000
telefon	termin	1400000
telefon	prije	1400000
telefon	poslije	1400000
telefon	sutra	1400000
telefon	večeras	1400000
telefon	ovaj	1400000
telefon	kod	1400000
telefon	obitelji	1400000
telefon	jer	1400000
telefon	kad	1400000
telefon	molim	1400000
termin	poruka	1400000
termin	odgovor	1400000
termin	fotografija	1400000
termin	telefon	1400000
termin	termin	1400000
termin	prije	1400000
termin	poslije	1400000
termin	sutra	1400000
termin	večeras	1400000
termin	ovaj	1400000
termin	kod	1400000
termin	obitelji	1400000
termin	jer	1400000
termin	kad	1400000
termin	molim	1400000
zaboravi	popis	1400000
zaboravi	dokument	1400000
zaboravi	problem	1400000
zaboravi	kuća	1400000
zaboravi	kalendar	1400000
bilješka	popis	1400000
bilješka	dokument	1400000
bilješka	problem	1400000
bilješka	kuća	1400000
bilješka	kalendar	1400000
provjeriti	popis	1400000
provjeriti	dokument	1400000
provjeriti	problem	1400000
provjeriti	kuća	1400000
provjeriti	kalendar	1400000
sutra	popis	1400000
sutra	dokument	1400000
sutra	problem	1400000
sutra	kuća	1400000
sutra	kalendar	1400000
me	popis	1400000
me	dokument	1400000
me	problem	1400000
me	kuća	1400000
me	kalendar	1400000
popis	popis	1400000
popis	dokument	1400000
popis	problem	1400000
popis	kuća	1400000
popis	kalendar	1400000
popis	prije	1400000
popis	poslije	1400000
popis	sutra	1400000
popis	večeras	1400000
popis	ovaj	1400000
popis	kod	1400000
popis	obitelji	1400000
popis	jer	1400000
popis	kad	1400000
popis	molim	1400000
dokument	popis	1400000
dokument	dokument	1400000
dokument	problem	1400000
dokument	kuća	1400000
dokument	kalendar	1400000
dokument	prije	1400000
dokument	poslije	1400000
dokument	sutra	1400000
dokument	večeras	1400000
dokument	ovaj	1400000
dokument	kod	1400000
dokument	obitelji	1400000
dokument	jer	1400000
dokument	kad	1400000
dokument	molim	1400000
problem	popis	1400000
problem	dokument	1400000
problem	problem	1400000
problem	kuća	1400000
problem	kalendar	1400000
problem	prije	1400000
problem	poslije	1400000
problem	sutra	1400000
problem	večeras	1400000
problem	ovaj	1400000
problem	kod	1400000
problem	obitelji	1400000
problem	jer	1400000
problem	kad	1400000
problem	molim	1400000
kuća	popis	1400000
kuća	dokument	1400000
kuća	problem	1400000
kuća	kuća	1400000
kuća	kalendar	1400000
kuća	prije	1400000
kuća	poslije	1400000
kuća	sutra	1400000
kuća	večeras	1400000
kuća	ovaj	1400000
kuća	kod	1400000
kuća	obitelji	1400000
kuća	jer	1400000
kuća	kad	1400000
kuća	molim	1400000
kalendar	popis	1400000
kalendar	dokument	1400000
kalendar	problem	1400000
kalendar	kuća	1400000
kalendar	kalendar	1400000
kalendar	prije	1400000
kalendar	poslije	1400000
kalendar	sutra	1400000
kalendar	večeras	1400000
kalendar	ovaj	1400000
kalendar	kod	1400000
kalendar	obitelji	1400000
kalendar	jer	1400000
kalendar	kad	1400000
kalendar	molim	1400000
za	projekt	1400000
za	izvještaj	1400000
za	sastanak	1400000
za	klijent	1400000
za	ured	1400000
sastanak	projekt	1400000
sastanak	izvještaj	1400000
sastanak	sastanak	1400000
sastanak	klijent	1400000
sastanak	ured	1400000
poslati	projekt	1400000
poslati	izvještaj	1400000
poslati	sastanak	1400000
poslati	klijent	1400000
poslati	ured	1400000
pripremam	projekt	1400000
pripremam	izvještaj	1400000
pripremam	sastanak	1400000
pripremam	klijent	1400000
pripremam	ured	1400000
spominje	projekt	1400000
spominje	izvještaj	1400000
spominje	sastanak	1400000
spominje	klijent	1400000
spominje	ured	1400000
projekt	projekt	1400000
projekt	izvještaj	1400000
projekt	sastanak	1400000
projekt	klijent	1400000
projekt	ured	1400000
projekt	prije	1400000
projekt	poslije	1400000
projekt	sutra	1400000
projekt	večeras	1400000
projekt	ovaj	1400000
projekt	kod	1400000
projekt	obitelji	1400000
projekt	jer	1400000
projekt	kad	1400000
projekt	molim	1400000
izvještaj	projekt	1400000
izvještaj	izvještaj	1400000
izvještaj	sastanak	1400000
izvještaj	klijent	1400000
izvještaj	ured	1400000
izvještaj	prije	1400000
izvještaj	poslije	1400000
izvještaj	sutra	1400000
izvještaj	večeras	1400000
izvještaj	ovaj	1400000
izvještaj	kod	1400000
izvještaj	obitelji	1400000
izvještaj	jer	1400000
izvještaj	kad	1400000
izvještaj	molim	1400000
sastanak	prije	1400000
sastanak	poslije	1400000
sastanak	sutra	1400000
sastanak	večeras	1400000
sastanak	ovaj	1400000
sastanak	kod	1400000
sastanak	obitelji	1400000
sastanak	jer	1400000
sastanak	kad	1400000
sastanak	molim	1400000
klijent	projekt	1400000
klijent	izvještaj	1400000
klijent	sastanak	1400000
klijent	klijent	1400000
klijent	ured	1400000
klijent	prije	1400000
klijent	poslije	1400000
klijent	sutra	1400000
klijent	večeras	1400000
klijent	ovaj	1400000
klijent	kod	1400000
klijent	obitelji	1400000
klijent	jer	1400000
klijent	kad	1400000
klijent	molim	1400000
ured	projekt	1400000
ured	izvještaj	1400000
ured	sastanak	1400000
ured	klijent	1400000
ured	ured	1400000
ured	prije	1400000
ured	poslije	1400000
ured	sutra	1400000
ured	večeras	1400000
ured	ovaj	1400000
ured	kod	1400000
ured	obitelji	1400000
ured	jer	1400000
ured	kad	1400000
ured	molim	1400000
za	djeca	1400000
za	roditelji	1400000
za	obitelj	1400000
za	rođendan	1400000
za	dom	1400000
uzeti	djeca	1400000
uzeti	roditelji	1400000
uzeti	obitelj	1400000
uzeti	rođendan	1400000
uzeti	dom	1400000
žele	djeca	1400000
žele	roditelji	1400000
žele	obitelj	1400000
žele	rođendan	1400000
žele	dom	1400000
dolazi	djeca	1400000
dolazi	roditelji	1400000
dolazi	obitelj	1400000
dolazi	rođendan	1400000
dolazi	dom	1400000
se	djeca	1400000
se	roditelji	1400000
se	obitelj	1400000
se	rođendan	1400000
se	dom	1400000
djeca	djeca	1400000
djeca	roditelji	1400000
djeca	obitelj	1400000
djeca	rođendan	1400000
djeca	dom	1400000
djeca	prije	1400000
djeca	poslije	1400000
djeca	sutra	1400000
djeca	večeras	1400000
djeca	ovaj	1400000
djeca	kod	1400000
djeca	obitelji	1400000
djeca	jer	1400000
djeca	kad	1400000
djeca	molim	1400000
roditelji	djeca	1400000
roditelji	roditelji	1400000
roditelji	obitelj	1400000
roditelji	rođendan	1400000
roditelji	dom	1400000
roditelji	prije	1400000
roditelji	poslije	1400000
roditelji	sutra	1400000
roditelji	večeras	1400000
roditelji	ovaj	1400000
roditelji	kod	1400000
roditelji	obitelji	1400000
roditelji	jer	1400000
roditelji	kad	1400000
roditelji	molim	1400000
obitelj	djeca	1400000
obitelj	roditelji	1400000
obitelj	obitelj	1400000
obitelj	rođendan	1400000
obitelj	dom	1400000
obitelj	prije	1400000
obitelj	poslije	1400000
obitelj	sutra	1400000
obitelj	večeras	1400000
obitelj	ovaj	1400000
obitelj	kod	1400000
obitelj	obitelji	1400000
obitelj	jer	1400000
obitelj	kad	1400000
obitelj	molim	1400000
rođendan	djeca	1400000
rođendan	roditelji	1400000
rođendan	obitelj	1400000
rođendan	rođendan	1400000
rođendan	dom	1400000
rođendan	prije	1400000
rođendan	poslije	1400000
rođendan	sutra	1400000
rođendan	večeras	1400000
rođendan	ovaj	1400000
rođendan	kod	1400000
rođendan	obitelji	1400000
rođendan	jer	1400000
rođendan	kad	1400000
rođendan	molim	1400000
dom	djeca	1400000
dom	roditelji	1400000
dom	obitelj	1400000
dom	rođendan	1400000
dom	dom	1400000
dom	prije	1400000
dom	poslije	1400000
dom	sutra	1400000
dom	večeras	1400000
dom	ovaj	1400000
dom	kod	1400000
dom	obitelji	1400000
dom	jer	1400000
dom	kad	1400000
dom	molim	1400000
za	vlak	1400000
za	autobus	1400000
za	auto	1400000
za	stanica	1400000
za	hotel	1400000
za	aerodrom	1400000
rezervirati	vlak	1400000
rezervirati	autobus	1400000
rezervirati	auto	1400000
rezervirati	stanica	1400000
rezervirati	hotel	1400000
rezervirati	aerodrom	1400000
ima	vlak	1400000
ima	autobus	1400000
ima	auto	1400000
ima	stanica	1400000
ima	hotel	1400000
ima	aerodrom	1400000
potvrđuje	vlak	1400000
potvrđuje	autobus	1400000
potvrđuje	auto	1400000
potvrđuje	stanica	1400000
potvrđuje	hotel	1400000
potvrđuje	aerodrom	1400000
vlak	vlak	1400000
vlak	autobus	1400000
vlak	auto	1400000
vlak	stanica	1400000
vlak	hotel	1400000
vlak	aerodrom	1400000
vlak	prije	1400000
vlak	poslije	1400000
vlak	sutra	1400000
vlak	večeras	1400000
vlak	ovaj	1400000
vlak	kod	1400000
vlak	obitelji	1400000
vlak	jer	1400000
vlak	kad	1400000
vlak	molim	1400000
autobus	vlak	1400000
autobus	autobus	1400000
autobus	auto	1400000
autobus	stanica	1400000
autobus	hotel	1400000
autobus	aerodrom	1400000
autobus	prije	1400000
autobus	poslije	1400000
autobus	sutra	1400000
autobus	večeras	1400000
autobus	ovaj	1400000
autobus	kod	1400000
autobus	obitelji	1400000
autobus	jer	1400000
autobus	kad	1400000
autobus	molim	1400000
auto	vlak	1400000
auto	autobus	1400000
auto	auto	1400000
auto	stanica	1400000
auto	hotel	1400000
auto	aerodrom	1400000
auto	prije	1400000
auto	poslije	1400000
auto	sutra	1400000
auto	večeras	1400000
auto	ovaj	1400000
auto	kod	1400000
auto	obitelji	1400000
auto	jer	1400000
auto	kad	1400000
auto	molim	1400000
stanica	vlak	1400000
stanica	autobus	1400000
stanica	auto	1400000
stanica	stanica	1400000
stanica	hotel	1400000
stanica	aerodrom	1400000
stanica	prije	1400000
stanica	poslije	1400000
stanica	sutra	1400000
stanica	večeras	1400000
stanica	ovaj	1400000
stanica	kod	1400000
stanica	obitelji	1400000
stanica	jer	1400000
stanica	kad	1400000
stanica	molim	1400000
hotel	vlak	1400000
hotel	autobus	1400000
hotel	auto	1400000
hotel	stanica	1400000
hotel	hotel	1400000
hotel	aerodrom	1400000
hotel	prije	1400000
hotel	poslije	1400000
hotel	sutra	1400000
hotel	večeras	1400000
hotel	ovaj	1400000
hotel	kod	1400000
hotel	obitelji	1400000
hotel	jer	1400000
hotel	kad	1400000
hotel	molim	1400000
aerodrom	vlak	1400000
aerodrom	autobus	1400000
aerodrom	auto	1400000
aerodrom	stanica	1400000
aerodrom	hotel	1400000
aerodrom	aerodrom	1400000
aerodrom	prije	1400000
aerodrom	poslije	1400000
aerodrom	sutra	1400000
aerodrom	večeras	1400000
aerodrom	ovaj	1400000
aerodrom	kod	1400000
aerodrom	obitelji	1400000
aerodrom	jer	1400000
aerodrom	kad	1400000
aerodrom	molim	1400000
do	vlak	1400000
do	autobus	1400000
do	tramvaj	1400000
do	ruta	1400000
do	stanica	1400000
do	karta	1400000
ima	tramvaj	1400000
ima	ruta	1400000
ima	karta	1400000
za	tramvaj	1400000
za	ruta	1400000
za	karta	1400000
kod	vlak	1400000
kod	autobus	1400000
kod	tramvaj	1400000
kod	ruta	1400000
kod	stanica	1400000
kod	karta	1400000
vlak	tramvaj	1400000
vlak	ruta	1400000
vlak	karta	1400000
autobus	tramvaj	1400000
autobus	ruta	1400000
autobus	karta	1400000
tramvaj	vlak	1400000
tramvaj	autobus	1400000
tramvaj	tramvaj	1400000
tramvaj	ruta	1400000
tramvaj	stanica	1400000
tramvaj	karta	1400000
tramvaj	prije	1400000
tramvaj	poslije	1400000
tramvaj	sutra	1400000
tramvaj	večeras	1400000
tramvaj	ovaj	1400000
tramvaj	kod	1400000
tramvaj	obitelji	1400000
tramvaj	jer	1400000
tramvaj	kad	1400000
tramvaj	molim	1400000
ruta	vlak	1400000
ruta	autobus	1400000
ruta	tramvaj	1400000
ruta	ruta	1400000
ruta	stanica	1400000
ruta	karta	1400000
ruta	prije	1400000
ruta	poslije	1400000
ruta	sutra	1400000
ruta	večeras	1400000
ruta	ovaj	1400000
ruta	kod	1400000
ruta	obitelji	1400000
ruta	jer	1400000
ruta	kad	1400000
ruta	molim	1400000
stanica	tramvaj	1400000
stanica	ruta	1400000
stanica	karta	1400000
karta	vlak	1400000
karta	autobus	1400000
karta	tramvaj	1400000
karta	ruta	1400000
karta	stanica	1400000
karta	karta	1400000
karta	prije	1400000
karta	poslije	1400000
karta	sutra	1400000
karta	večeras	1400000
karta	ovaj	1400000
karta	kod	1400000
karta	obitelji	1400000
karta	jer	1400000
karta	kad	1400000
karta	molim	1400000
počinje	zadaća	1400000
počinje	knjiga	1400000
počinje	sat	1400000
počinje	škola	1400000
počinje	ispit	1400000
spominje	zadaća	1400000
spominje	knjiga	1400000
spominje	sat	1400000
spominje	škola	1400000
spominje	ispit	1400000
je	zadaća	1400000
je	knjiga	1400000
je	sat	1400000
je	škola	1400000
je	ispit	1400000
zatvara	zadaća	1400000
zatvara	knjiga	1400000
zatvara	sat	1400000
zatvara	škola	1400000
zatvara	ispit	1400000
traži	zadaća	1400000
traži	knjiga	1400000
traži	sat	1400000
traži	škola	1400000
traži	ispit	1400000
zadaća	zadaća	1400000
zadaća	knjiga	1400000
zadaća	sat	1400000
zadaća	škola	1400000
zadaća	ispit	1400000
zadaća	prije	1400000
zadaća	poslije	1400000
zadaća	sutra	1400000
zadaća	večeras	1400000
zadaća	ovaj	1400000
zadaća	kod	1400000
zadaća	obitelji	1400000
zadaća	jer	1400000
zadaća	kad	1400000
zadaća	molim	1400000
knjiga	zadaća	1400000
knjiga	knjiga	1400000
knjiga	sat	1400000
knjiga	škola	1400000
knjiga	ispit	1400000
knjiga	prije	1400000
knjiga	poslije	1400000
knjiga	sutra	1400000
knjiga	večeras	1400000
knjiga	ovaj	1400000
knjiga	kod	1400000
knjiga	obitelji	1400000
knjiga	jer	1400000
knjiga	kad	1400000
knjiga	molim	1400000
sat	zadaća	1400000
sat	knjiga	1400000
sat	sat	1400000
sat	škola	1400000
sat	ispit	1400000
sat	prije	1400000
sat	poslije	1400000
sat	sutra	1400000
sat	večeras	1400000
sat	ovaj	1400000
sat	kod	1400000
sat	obitelji	1400000
sat	jer	1400000
sat	kad	1400000
sat	molim	1400000
škola	zadaća	1400000
škola	knjiga	1400000
škola	sat	1400000
škola	škola	1400000
škola	ispit	1400000
škola	prije	1400000
škola	poslije	1400000
škola	sutra	1400000
škola	večeras	1400000
škola	ovaj	1400000
škola	kod	1400000
škola	obitelji	1400000
škola	jer	1400000
škola	kad	1400000
škola	molim	1400000
ispit	zadaća	1400000
ispit	knjiga	1400000
ispit	sat	1400000
ispit	škola	1400000
ispit	ispit	1400000
ispit	prije	1400000
ispit	poslije	1400000
ispit	sutra	1400000
ispit	večeras	1400000
ispit	ovaj	1400000
ispit	kod	1400000
ispit	obitelji	1400000
ispit	jer	1400000
ispit	kad	1400000
ispit	molim	1400000
potvrđuje	liječnik	1400000
potvrđuje	apoteka	1400000
potvrđuje	termin	1400000
potvrđuje	lijek	1400000
potvrđuje	recept	1400000
za	liječnik	1400000
za	apoteka	1400000
za	lijek	1400000
za	recept	1400000
pokupiti	liječnik	1400000
pokupiti	apoteka	1400000
pokupiti	termin	1400000
pokupiti	lijek	1400000
pokupiti	recept	1400000
kod	liječnik	1400000
kod	apoteka	1400000
kod	termin	1400000
kod	lijek	1400000
kod	recept	1400000
liječnik	liječnik	1400000
liječnik	apoteka	1400000
liječnik	termin	1400000
liječnik	lijek	1400000
liječnik	recept	1400000
liječnik	prije	1400000
liječnik	poslije	1400000
liječnik	sutra	1400000
liječnik	večeras	1400000
liječnik	ovaj	1400000
liječnik	kod	1400000
liječnik	obitelji	1400000
liječnik	jer	1400000
liječnik	kad	1400000
liječnik	molim	1400000
apoteka	liječnik	1400000
apoteka	apoteka	1400000
apoteka	termin	1400000
apoteka	lijek	1400000
apoteka	recept	1400000
apoteka	prije	1400000
apoteka	poslije	1400000
apoteka	sutra	1400000
apoteka	večeras	1400000
apoteka	ovaj	1400000
apoteka	kod	1400000
apoteka	obitelji	1400000
apoteka	jer	1400000
apoteka	kad	1400000
apoteka	molim	1400000
termin	liječnik	1400000
termin	apoteka	1400000
termin	lijek	1400000
termin	recept	1400000
lijek	liječnik	1400000
lijek	apoteka	1400000
lijek	termin	1400000
lijek	lijek	1400000
lijek	recept	1400000
lijek	prije	1400000
lijek	poslije	1400000
lijek	sutra	1400000
lijek	večeras	1400000
lijek	ovaj	1400000
lijek	kod	1400000
lijek	obitelji	1400000
lijek	jer	1400000
lijek	kad	1400000
lijek	molim	1400000
recept	liječnik	1400000
recept	apoteka	1400000
recept	termin	1400000
recept	lijek	1400000
recept	recept	1400000
recept	prije	1400000
recept	poslije	1400000
recept	sutra	1400000
recept	večeras	1400000
recept	ovaj	1400000
recept	kod	1400000
recept	obitelji	1400000
recept	jer	1400000
recept	kad	1400000
recept	molim	1400000
kupiti	kupovina	1400000
kupiti	kruh	1400000
kupiti	kava	1400000
kupiti	hrana	1400000
kupiti	popis	1400000
uključuje	kupovina	1400000
uključuje	kruh	1400000
uključuje	kava	1400000
uključuje	hrana	1400000
uključuje	popis	1400000
dodaj	kupovina	1400000
dodaj	kruh	1400000
dodaj	kava	1400000
dodaj	hrana	1400000
dodaj	popis	1400000
dolazi	kupovina	1400000
dolazi	kruh	1400000
dolazi	kava	1400000
dolazi	hrana	1400000
dolazi	popis	1400000
za	kupovina	1400000
za	kruh	1400000
za	kava	1400000
za	hrana	1400000
za	popis	1400000
kupovina	kupovina	1400000
kupovina	kruh	1400000
kupovina	kava	1400000
kupovina	hrana	1400000
kupovina	popis	1400000
kupovina	prije	1400000
kupovina	poslije	1400000
kupovina	sutra	1400000
kupovina	večeras	1400000
kupovina	ovaj	1400000
kupovina	kod	1400000
kupovina	obitelji	1400000
kupovina	jer	1400000
kupovina	kad	1400000
kupovina	molim	1400000
kruh	kupovina	1400000
kruh	kruh	1400000
kruh	kava	1400000
kruh	hrana	1400000
kruh	popis	1400000
kruh	prije	1400000
kruh	poslije	1400000
kruh	sutra	1400000
kruh	večeras	1400000
kruh	ovaj	1400000
kruh	kod	1400000
kruh	obitelji	1400000
kruh	jer	1400000
kruh	kad	1400000
kruh	molim	1400000
kava	kupovina	1400000
kava	kruh	1400000
kava	kava	1400000
kava	hrana	1400000
kava	popis	1400000
kava	prije	1400000
kava	poslije	1400000
kava	sutra	1400000
kava	večeras	1400000
kava	ovaj	1400000
kava	kod	1400000
kava	obitelji	1400000
kava	jer	1400000
kava	kad	1400000
kava	molim	1400000
hrana	kupovina	1400000
hrana	kruh	1400000
hrana	kava	1400000
hrana	hrana	1400000
hrana	popis	1400000
hrana	prije	1400000
hrana	poslije	1400000
hrana	sutra	1400000
hrana	večeras	1400000
hrana	ovaj	1400000
hrana	kod	1400000
hrana	obitelji	1400000
hrana	jer	1400000
hrana	kad	1400000
hrana	molim	1400000
popis	kupovina	1400000
popis	kruh	1400000
popis	kava	1400000
popis	hrana	1400000
jedemo	večera	1400000
jedemo	ručak	1400000
jedemo	kuhinja	1400000
jedemo	kruh	1400000
jedemo	kava	1400000
pripremam	večera	1400000
pripremam	ručak	1400000
pripremam	kuhinja	1400000
pripremam	kruh	1400000
pripremam	kava	1400000
za	večera	1400000
za	ručak	1400000
za	kuhinja	1400000
biti	večera	1400000
biti	ručak	1400000
biti	kuhinja	1400000
biti	kruh	1400000
biti	kava	1400000
koristi	večera	1400000
koristi	ručak	1400000
koristi	kuhinja	1400000
koristi	kruh	1400000
koristi	kava	1400000
večera	večera	1400000
večera	ručak	1400000
večera	kuhinja	1400000
večera	kruh	1400000
večera	kava	1400000
večera	prije	1400000
večera	poslije	1400000
večera	sutra	1400000
večera	večeras	1400000
večera	ovaj	1400000
večera	kod	1400000
večera	obitelji	1400000
večera	jer	1400000
večera	kad	1400000
večera	molim	1400000
ručak	večera	1400000
ručak	ručak	1400000
ručak	kuhinja	1400000
ručak	kruh	1400000
ručak	kava	1400000
ručak	prije	1400000
ručak	poslije	1400000
ručak	sutra	1400000
ručak	večeras	1400000
ručak	ovaj	1400000
ručak	kod	1400000
ručak	obitelji	1400000
ručak	jer	1400000
ručak	kad	1400000
ručak	molim	1400000
kuhinja	večera	1400000
kuhinja	ručak	1400000
kuhinja	kuhinja	1400000
kuhinja	kruh	1400000
kuhinja	kava	1400000
kuhinja	prije	1400000
kuhinja	poslije	1400000
kuhinja	sutra	1400000
kuhinja	večeras	1400000
kuhinja	ovaj	1400000
kuhinja	kod	1400000
kuhinja	obitelji	1400000
kuhinja	jer	1400000
kuhinja	kad	1400000
kuhinja	molim	1400000
kruh	večera	1400000
kruh	ručak	1400000
kruh	kuhinja	1400000
kava	večera	1400000
kava	ručak	1400000
kava	kuhinja	1400000
prije	molitva	1400000
prije	crkva	1400000
prije	džamija	1400000
prije	knjiga	1400000
prije	nedjelja	1400000
ide	molitva	1400000
ide	crkva	1400000
ide	džamija	1400000
ide	knjiga	1400000
ide	nedjelja	1400000
govori	molitva	1400000
govori	crkva	1400000
govori	džamija	1400000
govori	knjiga	1400000
govori	nedjelja	1400000
za	molitva	1400000
za	crkva	1400000
za	džamija	1400000
za	knjiga	1400000
za	nedjelja	1400000
citira	molitva	1400000
citira	crkva	1400000
citira	džamija	1400000
citira	knjiga	1400000
citira	nedjelja	1400000
molitva	molitva	1400000
molitva	crkva	1400000
molitva	džamija	1400000
molitva	knjiga	1400000
molitva	nedjelja	1400000
molitva	prije	1400000
molitva	poslije	1400000
molitva	sutra	1400000
molitva	večeras	1400000
molitva	ovaj	1400000
molitva	kod	1400000
molitva	obitelji	1400000
molitva	jer	1400000
molitva	kad	1400000
molitva	molim	1400000
crkva	molitva	1400000
crkva	crkva	1400000
crkva	džamija	1400000
crkva	knjiga	1400000
crkva	nedjelja	1400000
crkva	prije	1400000
crkva	poslije	1400000
crkva	sutra	1400000
crkva	večeras	1400000
crkva	ovaj	1400000
crkva	kod	1400000
crkva	obitelji	1400000
crkva	jer	1400000
crkva	kad	1400000
crkva	molim	1400000
džamija	molitva	1400000
džamija	crkva	1400000
džamija	džamija	1400000
džamija	knjiga	1400000
džamija	nedjelja	1400000
džamija	prije	1400000
džamija	poslije	1400000
džamija	sutra	1400000
