# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
bom	dia	1600000
partido	responde	1400000
presidente	diz	1400000
jogo	começa	1400000
time	treina	1400000
jogador	revisa	1400000
estádio	abre	1400000
corrida	passa	1400000
aluguel	sai	1400000
confere	conta	1400000
banco	confirma	1400000
guarda	seguro	1400000
encanador	vem	1400000
internet	continua	1400000
conta	chega	1400000
prepara	as	1400000
as	caixas	1400000
chave	fica	1400000
ônibus	chega	1400000
metrô	tem	1400000
guarda	passagem	1400000
rota	muda	1400000
filme	começa	1400000
podcast	fala	1400000
série	chega	1400000
telefone	carrega	1400000
arquivo	fica	1400000
foto	chega	1400000
museu	apresenta	1400000
livro	explica	1400000
ciência	pede	1400000
poema	fica	1400000
cultura	muda	1400000
jardim	precisa	1400000
foto	do	1400000
do	desenho	1400000
bicicleta	espera	1400000
pintura	seca	1400000
clube	começa	1400000
me	liga	1400000
liga	quando	1400000
guarda	endereço	1400000
calendário	confirma	1400000
mensagem	continua	1400000
os	pais	1400000
pode	mensagem	1400000
pode	resposta	1400000
pode	foto	1400000
pode	telefone	1400000
pode	celular	1400000
queria	mensagem	1400000
queria	resposta	1400000
queria	foto	1400000
queria	telefone	1400000
queria	celular	1400000
quando	mensagem	1400000
quando	resposta	1400000
quando	foto	1400000
quando	telefone	1400000
quando	celular	1400000
que	mensagem	1400000
que	resposta	1400000
que	foto	1400000
que	telefone	1400000
que	celular	1400000
puder	mensagem	1400000
puder	resposta	1400000
puder	foto	1400000
puder	telefone	1400000
puder	celular	1400000
mensagem	mensagem	1400000
mensagem	resposta	1400000
mensagem	foto	1400000
mensagem	telefone	1400000
mensagem	celular	1400000
mensagem	antes	1400000
mensagem	depois	1400000
mensagem	amanhã	1400000
mensagem	hoje	1400000
mensagem	esta	1400000
mensagem	em	1400000
mensagem	com	1400000
mensagem	porque	1400000
mensagem	quando	1400000
mensagem	por	1400000
mensagem	muito	1400000
resposta	mensagem	1400000
resposta	resposta	1400000
resposta	foto	1400000
resposta	telefone	1400000
resposta	celular	1400000
resposta	antes	1400000
resposta	depois	1400000
resposta	amanhã	1400000
resposta	hoje	1400000
resposta	esta	1400000
resposta	em	1400000
resposta	com	1400000
resposta	porque	1400000
resposta	quando	1400000
resposta	por	1400000
resposta	muito	1400000
foto	mensagem	1400000
foto	resposta	1400000
foto	foto	1400000
foto	telefone	1400000
foto	celular	1400000
foto	antes	1400000
foto	depois	1400000
foto	amanhã	1400000
foto	hoje	1400000
foto	esta	1400000
foto	em	1400000
foto	com	1400000
foto	porque	1400000
foto	quando	1400000
foto	por	1400000
foto	muito	1400000
telefone	mensagem	1400000
telefone	resposta	1400000
telefone	foto	1400000
telefone	telefone	1400000
telefone	celular	1400000
telefone	antes	1400000
telefone	depois	1400000
telefone	amanhã	1400000
telefone	hoje	1400000
telefone	esta	1400000
telefone	em	1400000
telefone	com	1400000
telefone	porque	1400000
telefone	quando	1400000
telefone	por	1400000
telefone	muito	1400000
celular	mensagem	1400000
celular	resposta	1400000
celular	foto	1400000
celular	telefone	1400000
celular	celular	1400000
celular	antes	1400000
celular	depois	1400000
celular	amanhã	1400000
celular	hoje	1400000
celular	esta	1400000
celular	em	1400000
celular	com	1400000
celular	porque	1400000
celular	quando	1400000
celular	por	1400000
celular	muito	1400000
lembrar	consulta	1400000
lembrar	lista	1400000
lembrar	documento	1400000
lembrar	casa	1400000
lembrar	problema	1400000
esquecer	consulta	1400000
esquecer	lista	1400000
esquecer	documento	1400000
esquecer	casa	1400000
esquecer	problema	1400000
sobre	consulta	1400000
sobre	lista	1400000
sobre	documento	1400000
sobre	casa	1400000
sobre	problema	1400000
verificar	consulta	1400000
verificar	lista	1400000
verificar	documento	1400000
verificar	casa	1400000
verificar	problema	1400000
amanhã	consulta	1400000
amanhã	lista	1400000
amanhã	documento	1400000
amanhã	casa	1400000
amanhã	problema	1400000
consulta	consulta	1400000
consulta	lista	1400000
consulta	documento	1400000
consulta	casa	1400000
consulta	problema	1400000
consulta	antes	1400000
consulta	depois	1400000
consulta	amanhã	1400000
consulta	hoje	1400000
consulta	esta	1400000
consulta	em	1400000
consulta	com	1400000
consulta	porque	1400000
consulta	quando	1400000
consulta	por	1400000
consulta	muito	1400000
lista	consulta	1400000
lista	lista	1400000
lista	documento	1400000
lista	casa	1400000
lista	problema	1400000
lista	antes	1400000
lista	depois	1400000
lista	amanhã	1400000
lista	hoje	1400000
lista	esta	1400000
lista	em	1400000
lista	com	1400000
lista	porque	1400000
lista	quando	1400000
lista	por	1400000
lista	muito	1400000
documento	consulta	1400000
documento	lista	1400000
documento	documento	1400000
documento	casa	1400000
documento	problema	1400000
documento	antes	1400000
documento	depois	1400000
documento	amanhã	1400000
documento	hoje	1400000
documento	esta	1400000
documento	em	1400000
documento	com	1400000
documento	porque	1400000
documento	quando	1400000
documento	por	1400000
documento	muito	1400000
casa	consulta	1400000
casa	lista	1400000
casa	documento	1400000
casa	casa	1400000
casa	problema	1400000
casa	antes	1400000
casa	depois	1400000
casa	amanhã	1400000
casa	hoje	1400000
casa	esta	1400000
casa	em	1400000
casa	com	1400000
casa	porque	1400000
casa	quando	1400000
casa	por	1400000
casa	muito	1400000
problema	consulta	1400000
problema	lista	1400000
problema	documento	1400000
problema	casa	1400000
problema	problema	1400000
problema	antes	1400000
problema	depois	1400000
problema	amanhã	1400000
problema	hoje	1400000
problema	esta	1400000
problema	em	1400000
problema	com	1400000
problema	porque	1400000
problema	quando	1400000
problema	por	1400000
problema	muito	1400000
pede	projeto	1400000
pede	documento	1400000
pede	reunião	1400000
pede	cliente	1400000
pede	escritório	1400000
sobre	projeto	1400000
sobre	reunião	1400000
sobre	cliente	1400000
sobre	escritório	1400000
enviar	projeto	1400000
enviar	documento	1400000
enviar	reunião	1400000
enviar	cliente	1400000
enviar	escritório	1400000
preparar	projeto	1400000
preparar	documento	1400000
preparar	reunião	1400000
preparar	cliente	1400000
preparar	escritório	1400000
compartilhar	projeto	1400000
compartilhar	documento	1400000
compartilhar	reunião	1400000
compartilhar	cliente	1400000
compartilhar	escritório	1400000
projeto	projeto	1400000
projeto	documento	1400000
projeto	reunião	1400000
projeto	cliente	1400000
projeto	escritório	1400000
projeto	antes	1400000
projeto	depois	1400000
projeto	amanhã	1400000
projeto	hoje	1400000
projeto	esta	1400000
projeto	em	1400000
projeto	com	1400000
projeto	porque	1400000
projeto	quando	1400000
projeto	por	1400000
projeto	muito	1400000
documento	projeto	1400000
documento	reunião	1400000
documento	cliente	1400000
documento	escritório	1400000
reunião	projeto	1400000
reunião	documento	1400000
reunião	reunião	1400000
reunião	cliente	1400000
reunião	escritório	1400000
reunião	antes	1400000
reunião	depois	1400000
reunião	amanhã	1400000
reunião	hoje	1400000
reunião	esta	1400000
reunião	em	1400000
reunião	com	1400000
reunião	porque	1400000
reunião	quando	1400000
reunião	por	1400000
reunião	muito	1400000
cliente	projeto	1400000
cliente	documento	1400000
cliente	reunião	1400000
cliente	cliente	1400000
cliente	escritório	1400000
cliente	antes	1400000
cliente	depois	1400000
cliente	amanhã	1400000
cliente	hoje	1400000
cliente	esta	1400000
cliente	em	1400000
cliente	com	1400000
cliente	porque	1400000
cliente	quando	1400000
cliente	por	1400000
cliente	muito	1400000
escritório	projeto	1400000
escritório	documento	1400000
escritório	reunião	1400000
escritório	cliente	1400000
escritório	escritório	1400000
escritório	antes	1400000
escritório	depois	1400000
escritório	amanhã	1400000
escritório	hoje	1400000
escritório	esta	1400000
escritório	em	1400000
escritório	com	1400000
escritório	porque	1400000
escritório	quando	1400000
escritório	por	1400000
escritório	muito	1400000
pergunta	as	1400000
pergunta	os	1400000
pergunta	casa	1400000
pergunta	família	1400000
pergunta	aniversário	1400000
vir	as	1400000
vir	os	1400000
vir	casa	1400000
vir	família	1400000
vir	aniversário	1400000
querem	as	1400000
querem	os	1400000
querem	casa	1400000
querem	família	1400000
querem	aniversário	1400000
chega	as	1400000
chega	os	1400000
chega	casa	1400000
chega	família	1400000
chega	aniversário	1400000
vê	as	1400000
vê	os	1400000
vê	casa	1400000
vê	família	1400000
vê	aniversário	1400000
crianças	as	1400000
crianças	os	1400000
crianças	casa	1400000
crianças	família	1400000
crianças	aniversário	1400000
crianças	antes	1400000
crianças	depois	1400000
crianças	amanhã	1400000
crianças	hoje	1400000
crianças	esta	1400000
crianças	em	1400000
crianças	com	1400000
crianças	porque	1400000
crianças	quando	1400000
crianças	por	1400000
crianças	muito	1400000
pais	as	1400000
pais	os	1400000
pais	casa	1400000
pais	família	1400000
pais	aniversário	1400000
pais	antes	1400000
pais	depois	1400000
pais	amanhã	1400000
pais	hoje	1400000
pais	esta	1400000
pais	em	1400000
pais	com	1400000
pais	porque	1400000
pais	quando	1400000
pais	por	1400000
pais	muito	1400000
casa	as	1400000
casa	os	1400000
casa	família	1400000
casa	aniversário	1400000
família	as	1400000
família	os	1400000
família	casa	1400000
família	família	1400000
família	aniversário	1400000
família	antes	1400000
família	depois	1400000
família	amanhã	1400000
família	hoje	1400000
família	esta	1400000
família	em	1400000
família	com	1400000
família	porque	1400000
família	quando	1400000
família	por	1400000
família	muito	1400000
aniversário	as	1400000
aniversário	os	1400000
aniversário	casa	1400000
aniversário	família	1400000
aniversário	aniversário	1400000
aniversário	antes	1400000
aniversário	depois	1400000
aniversário	amanhã	1400000
aniversário	hoje	1400000
aniversário	esta	1400000
aniversário	em	1400000
aniversário	com	1400000
aniversário	porque	1400000
aniversário	quando	1400000
aniversário	por	1400000
aniversário	muito	1400000
sai	trem	1400000
sai	ônibus	1400000
sai	carro	1400000
sai	estação	1400000
sai	aeroporto	1400000
sai	hotel	1400000
pegar	trem	1400000
pegar	ônibus	1400000
pegar	carro	1400000
pegar	estação	1400000
pegar	aeroporto	1400000
pegar	hotel	1400000
reservar	trem	1400000
reservar	ônibus	1400000
reservar	carro	1400000
reservar	estação	1400000
reservar	aeroporto	1400000
reservar	hotel	1400000
para	trem	1400000
para	ônibus	1400000
para	carro	1400000
para	estação	1400000
para	aeroporto	1400000
para	hotel	1400000
está	trem	1400000
está	ônibus	1400000
está	carro	1400000
está	estação	1400000
está	aeroporto	1400000
está	hotel	1400000
trem	trem	1400000
trem	ônibus	1400000
trem	carro	1400000
trem	estação	1400000
trem	aeroporto	1400000
trem	hotel	1400000
trem	antes	1400000
trem	depois	1400000
trem	amanhã	1400000
trem	hoje	1400000
trem	esta	1400000
trem	em	1400000
trem	com	1400000
trem	porque	1400000
trem	quando	1400000
trem	por	1400000
trem	muito	1400000
ônibus	trem	1400000
ônibus	ônibus	1400000
ônibus	carro	1400000
ônibus	estação	1400000
ônibus	aeroporto	1400000
ônibus	hotel	1400000
ônibus	antes	1400000
ônibus	depois	1400000
ônibus	amanhã	1400000
ônibus	hoje	1400000
ônibus	esta	1400000
ônibus	em	1400000
ônibus	com	1400000
ônibus	porque	1400000
ônibus	quando	1400000
ônibus	por	1400000
ônibus	muito	1400000
carro	trem	1400000
carro	ônibus	1400000
carro	carro	1400000
carro	estação	1400000
carro	aeroporto	1400000
carro	hotel	1400000
carro	antes	1400000
carro	depois	1400000
carro	amanhã	1400000
carro	hoje	1400000
carro	esta	1400000
carro	em	1400000
carro	com	1400000
carro	porque	1400000
carro	quando	1400000
carro	por	1400000
carro	muito	1400000
estação	trem	1400000
estação	ônibus	1400000
estação	carro	1400000
estação	estação	1400000
estação	aeroporto	1400000
estação	hotel	1400000
estação	antes	1400000
estação	depois	1400000
estação	amanhã	1400000
estação	hoje	1400000
estação	esta	1400000
estação	em	1400000
estação	com	1400000
estação	porque	1400000
estação	quando	1400000
estação	por	1400000
estação	muito	1400000
aeroporto	trem	1400000
aeroporto	ônibus	1400000
aeroporto	carro	1400000
aeroporto	estação	1400000
aeroporto	aeroporto	1400000
aeroporto	hotel	1400000
aeroporto	antes	1400000
aeroporto	depois	1400000
aeroporto	amanhã	1400000
aeroporto	hoje	1400000
aeroporto	esta	1400000
aeroporto	em	1400000
aeroporto	com	1400000
aeroporto	porque	1400000
aeroporto	quando	1400000
aeroporto	por	1400000
aeroporto	muito	1400000
hotel	trem	1400000
hotel	ônibus	1400000
hotel	carro	1400000
hotel	estação	1400000
hotel	aeroporto	1400000
hotel	hotel	1400000
hotel	antes	1400000
hotel	depois	1400000
hotel	amanhã	1400000
hotel	hoje	1400000
hotel	esta	1400000
hotel	em	1400000
hotel	com	1400000
hotel	porque	1400000
hotel	quando	1400000
hotel	por	1400000
hotel	muito	1400000
começa	tarefa	1400000
começa	livro	1400000
começa	aula	1400000
começa	escola	1400000
começa	prova	1400000
ler	tarefa	1400000
ler	livro	1400000
ler	aula	1400000
ler	escola	1400000
ler	prova	1400000
falou	tarefa	1400000
falou	livro	1400000
falou	aula	1400000
falou	escola	1400000
falou	prova	1400000
para	tarefa	1400000
para	livro	1400000
para	aula	1400000
para	escola	1400000
para	prova	1400000
fecha	tarefa	1400000
fecha	livro	1400000
fecha	aula	1400000
fecha	escola	1400000
fecha	prova	1400000
tarefa	tarefa	1400000
tarefa	livro	1400000
tarefa	aula	1400000
tarefa	escola	1400000
tarefa	prova	1400000
tarefa	antes	1400000
tarefa	depois	1400000
tarefa	amanhã	1400000
tarefa	hoje	1400000
tarefa	esta	1400000
tarefa	em	1400000
tarefa	com	1400000
tarefa	porque	1400000
tarefa	quando	1400000
tarefa	por	1400000
tarefa	muito	1400000
livro	tarefa	1400000
livro	livro	1400000
livro	aula	1400000
livro	escola	1400000
livro	prova	1400000
livro	antes	1400000
livro	depois	1400000
livro	amanhã	1400000
livro	hoje	1400000
livro	esta	1400000
livro	em	1400000
livro	com	1400000
livro	porque	1400000
livro	quando	1400000
livro	por	1400000
livro	muito	1400000
aula	tarefa	1400000
aula	livro	1400000
aula	aula	1400000
aula	escola	1400000
aula	prova	1400000
aula	antes	1400000
aula	depois	1400000
aula	amanhã	1400000
aula	hoje	1400000
aula	esta	1400000
aula	em	1400000
aula	com	1400000
aula	porque	1400000
aula	quando	1400000
aula	por	1400000
aula	muito	1400000
escola	tarefa	1400000
escola	livro	1400000
escola	aula	1400000
escola	escola	1400000
escola	prova	1400000
escola	antes	1400000
escola	depois	1400000
escola	amanhã	1400000
escola	hoje	1400000
escola	esta	1400000
escola	em	1400000
escola	com	1400000
escola	porque	1400000
escola	quando	1400000
escola	por	1400000
escola	muito	1400000
prova	tarefa	1400000
prova	livro	1400000
prova	aula	1400000
prova	escola	1400000
prova	prova	1400000
prova	antes	1400000
prova	depois	1400000
prova	amanhã	1400000
prova	hoje	1400000
prova	esta	1400000
prova	em	1400000
prova	com	1400000
prova	porque	1400000
prova	quando	1400000
prova	por	1400000
prova	muito	1400000
ligar	médico	1400000
ligar	farmácia	1400000
ligar	consulta	1400000
ligar	problema	1400000
ligar	receita	1400000
falou	médico	1400000
falou	farmácia	1400000
falou	consulta	1400000
falou	problema	1400000
falou	receita	1400000
fecha	médico	1400000
fecha	farmácia	1400000
fecha	consulta	1400000
fecha	problema	1400000
fecha	receita	1400000
de	médico	1400000
de	farmácia	1400000
de	consulta	1400000
de	problema	1400000
de	receita	1400000
consulta	médico	1400000
consulta	farmácia	1400000
consulta	receita	1400000
médico	médico	1400000
médico	farmácia	1400000
médico	consulta	1400000
médico	problema	1400000
médico	receita	1400000
médico	antes	1400000
médico	depois	1400000
médico	amanhã	1400000
médico	hoje	1400000
médico	esta	1400000
médico	em	1400000
médico	com	1400000
médico	porque	1400000
médico	quando	1400000
médico	por	1400000
médico	muito	1400000
farmácia	médico	1400000
farmácia	farmácia	1400000
farmácia	consulta	1400000
farmácia	problema	1400000
farmácia	receita	1400000
farmácia	antes	1400000
farmácia	depois	1400000
farmácia	amanhã	1400000
farmácia	hoje	1400000
farmácia	esta	1400000
farmácia	em	1400000
farmácia	com	1400000
farmácia	porque	1400000
farmácia	quando	1400000
farmácia	por	1400000
farmácia	muito	1400000
problema	médico	1400000
problema	farmácia	1400000
problema	receita	1400000
receita	médico	1400000
receita	farmácia	1400000
receita	consulta	1400000
receita	problema	1400000
receita	receita	1400000
receita	antes	1400000
receita	depois	1400000
receita	amanhã	1400000
receita	hoje	1400000
receita	esta	1400000
receita	em	1400000
receita	com	1400000
receita	porque	1400000
receita	quando	1400000
receita	por	1400000
receita	muito	1400000
comprar	as	1400000
comprar	pão	1400000
comprar	café	1400000
comprar	comida	1400000
comprar	lista	1400000
estão	as	1400000
estão	pão	1400000
estão	café	1400000
estão	comida	1400000
estão	lista	1400000
levar	as	1400000
levar	pão	1400000
levar	café	1400000
levar	comida	1400000
levar	lista	1400000
precisamos	as	1400000
precisamos	pão	1400000
precisamos	café	1400000
precisamos	comida	1400000
precisamos	lista	1400000
adiciona	as	1400000
adiciona	pão	1400000
adiciona	café	1400000
adiciona	comida	1400000
adiciona	lista	1400000
compras	as	1400000
compras	pão	1400000
compras	café	1400000
compras	comida	1400000
compras	lista	1400000
compras	antes	1400000
compras	depois	1400000
compras	amanhã	1400000
compras	hoje	1400000
compras	esta	1400000
compras	em	1400000
compras	com	1400000
compras	porque	1400000
compras	quando	1400000
compras	por	1400000
compras	muito	1400000
pão	as	1400000
pão	pão	1400000
pão	café	1400000
pão	comida	1400000
pão	lista	1400000
pão	antes	1400000
pão	depois	1400000
pão	amanhã	1400000
pão	hoje	1400000
pão	esta	1400000
pão	em	1400000
pão	com	1400000
pão	porque	1400000
pão	quando	1400000
pão	por	1400000
pão	muito	1400000
café	as	1400000
café	pão	1400000
café	café	1400000
café	comida	1400000
café	lista	1400000
café	antes	1400000
café	depois	1400000
café	amanhã	1400000
café	hoje	1400000
café	esta	1400000
café	em	1400000
café	com	1400000
café	porque	1400000
café	quando	1400000
café	por	1400000
café	muito	1400000
comida	as	1400000
comida	pão	1400000
comida	café	1400000
comida	comida	1400000
comida	lista	1400000
comida	antes	1400000
comida	depois	1400000
comida	amanhã	1400000
comida	hoje	1400000
comida	esta	1400000
comida	em	1400000
comida	com	1400000
comida	porque	1400000
comida	quando	1400000
comida	por	1400000
comida	muito	1400000
lista	as	1400000
lista	pão	1400000
lista	café	1400000
lista	comida	1400000
comer	jantar	1400000
comer	almoço	1400000
comer	cozinha	1400000
comer	comida	1400000
comer	pão	1400000
preparo	jantar	1400000
preparo	almoço	1400000
preparo	cozinha	1400000
preparo	comida	1400000
preparo	pão	1400000
vai	jantar	1400000
vai	almoço	1400000
vai	cozinha	1400000
vai	comida	1400000
vai	pão	1400000
está	jantar	1400000
está	almoço	1400000
está	cozinha	1400000
está	comida	1400000
está	pão	1400000
colocar	jantar	1400000
colocar	almoço	1400000
colocar	cozinha	1400000
colocar	comida	1400000
colocar	pão	1400000
jantar	jantar	1400000
jantar	almoço	1400000
jantar	cozinha	1400000
jantar	comida	1400000
jantar	pão	1400000
jantar	antes	1400000
jantar	depois	1400000
jantar	amanhã	1400000
jantar	hoje	1400000
jantar	esta	1400000
jantar	em	1400000
jantar	com	1400000
jantar	porque	1400000
jantar	quando	1400000
jantar	por	1400000
jantar	muito	1400000
almoço	jantar	1400000
almoço	almoço	1400000
almoço	cozinha	1400000
almoço	comida	1400000
almoço	pão	1400000
almoço	antes	1400000
almoço	depois	1400000
almoço	amanhã	1400000
almoço	hoje	1400000
almoço	esta	1400000
almoço	em	1400000
almoço	com	1400000
almoço	porque	1400000
almoço	quando	1400000
almoço	por	1400000
almoço	muito	1400000
cozinha	jantar	1400000
cozinha	almoço	1400000
cozinha	cozinha	1400000
cozinha	comida	1400000
cozinha	pão	1400000
cozinha	antes	1400000
cozinha	depois	1400000
cozinha	amanhã	1400000
cozinha	hoje	1400000
cozinha	esta	1400000
cozinha	em	1400000
cozinha	com	1400000
cozinha	porque	1400000
cozinha	quando	1400000
cozinha	por	1400000
cozinha	muito	1400000
comida	jantar	1400000
comida	almoço	1400000
comida	cozinha	1400000
pão	jantar	1400000
pão	almoço	1400000
pão	cozinha	1400000
por	você	1400000
por	tarde	1400000
por	amanhã	1400000
por	dia	1400000
por	mensagem	1400000
dia	você	1400000
dia	tarde	1400000
dia	amanhã	1400000
dia	dia	1400000
dia	mensagem	1400000
para	você	1400000
para	tarde	1400000
para	dia	1400000
para	mensagem	1400000
pelo	você	1400000
pelo	tarde	1400000
pelo	amanhã	1400000
pelo	dia	1400000
pelo	mensagem	1400000
bem	você	1400000
bem	tarde	1400000
bem	amanhã	1400000
bem	dia	1400000
bem	mensagem	1400000
você	você	1400000
você	tarde	1400000
você	amanhã	1400000
você	dia	1400000
você	mensagem	1400000
você	antes	1400000
você	depois	1400000
você	hoje	1400000
você	esta	1400000
você	em	1400000
você	com	1400000
você	porque	1400000
você	quando	1400000
você	por	1400000
você	muito	1400000
tarde	você	1400000
tarde	tarde	1400000
tarde	amanhã	1400000
tarde	dia	1400000
tarde	mensagem	1400000
tarde	antes	1400000
tarde	depois	1400000
tarde	hoje	1400000
tarde	esta	1400000
tarde	em	1400000
tarde	com	1400000
tarde	porque	1400000
tarde	quando	1400000
tarde	por	1400000
tarde	muito	1400000
amanhã	você	1400000
amanhã	tarde	1400000
amanhã	amanhã	1400000
amanhã	dia	1400000
amanhã	mensagem	1400000
amanhã	antes	1400000
amanhã	depois	1400000
amanhã	hoje	1400000
amanhã	esta	1400000
amanhã	em	1400000
amanhã	com	1400000
amanhã	porque	1400000
amanhã	quando	1400000
amanhã	por	1400000
amanhã	muito	1400000
dia	antes	1400000
dia	depois	1400000
dia	hoje	1400000
dia	esta	1400000
dia	em	1400000
dia	com	1400000
dia	porque	1400000
dia	quando	1400000
dia	por	1400000
dia	muito	1400000
mensagem	você	1400000
mensagem	tarde	1400000
mensagem	dia	1400000
bem	telefone	1400000
acho	mensagem	1400000
acho	tarde	1400000
acho	dia	1400000
acho	amanhã	1400000
acho	telefone	1400000
problema	mensagem	1400000
problema	tarde	1400000
problema	dia	1400000
problema	telefone	1400000
logo	mensagem	1400000
logo	tarde	1400000
logo	dia	1400000
logo	amanhã	1400000
logo	telefone	1400000
rápido	mensagem	1400000
rápido	tarde	1400000
rápido	dia	1400000
rápido	amanhã	1400000
rápido	telefone	1400000
tarde	telefone	1400000
dia	telefone	1400000
amanhã	telefone	1400000
telefone	tarde	1400000
telefone	dia	1400000
começa	oração	1400000
começa	igreja	1400000
começa	mesquita	1400000
começa	domingo	1400000
vai	oração	1400000
vai	igreja	1400000
vai	mesquita	1400000
vai	livro	1400000
vai	domingo	1400000
fala	oração	1400000
fala	igreja	1400000
fala	mesquita	1400000
fala	livro	1400000
fala	domingo	1400000
abre	oração	1400000
abre	igreja	1400000
abre	mesquita	1400000
abre	livro	1400000
abre	domingo	1400000
cita	oração	1400000
cita	igreja	1400000
cita	mesquita	1400000
cita	livro	1400000
cita	domingo	1400000
oração	oração	1400000
oração	igreja	1400000
oração	mesquita	1400000
oração	livro	1400000
oração	domingo	1400000
oração	antes	1400000
oração	depois	1400000
oração	amanhã	1400000
oração	hoje	1400000
oração	esta	1400000
oração	em	1400000
oração	com	1400000
oração	porque	1400000
oração	quando	1400000
oração	por	1400000
oração	muito	1400000
igreja	oração	1400000
igreja	igreja	1400000
igreja	mesquita	1400000
igreja	livro	1400000
igreja	domingo	1400000
igreja	antes	1400000
igreja	depois	1400000
igreja	amanhã	1400000
igreja	hoje	1400000
igreja	esta	1400000
igreja	em	1400000
igreja	com	1400000
igreja	porque	1400000
igreja	quando	1400000
igreja	por	1400000
igreja	muito	1400000
mesquita	oração	1400000
mesquita	igreja	1400000
mesquita	mesquita	1400000
mesquita	livro	1400000
mesquita	domingo	1400000
mesquita	antes	1400000
mesquita	depois	1400000
mesquita	amanhã	1400000
mesquita	hoje	1400000
mesquita	esta	1400000
mesquita	em	1400000
mesquita	com	1400000
mesquita	porque	1400000
mesquita	quando	1400000
mesquita	por	1400000
mesquita	muito	1400000
livro	oração	1400000
livro	igreja	1400000
livro	mesquita	1400000
livro	domingo	1400000
domingo	oração	1400000
domingo	igreja	1400000
domingo	mesquita	1400000
domingo	livro	1400000
domingo	domingo	1400000
domingo	antes	1400000
domingo	depois	1400000
domingo	amanhã	1400000
domingo	hoje	1400000
domingo	esta	1400000
domingo	em	1400000
domingo	com	1400000
domingo	porque	1400000
domingo	quando	1400000
domingo	por	1400000
domingo	muito	1400000
mostra	mapa	1400000
mostra	país	1400000
mostra	cidade	1400000
mostra	rio	1400000
mostra	montanha	1400000
mostra	capital	1400000
está	mapa	1400000
está	país	1400000
está	cidade	1400000
está	rio	1400000
está	montanha	1400000
está	capital	1400000
fica	mapa	1400000
fica	país	1400000
fica	cidade	1400000
fica	rio	1400000
fica	montanha	1400000
fica	capital	1400000
passa	mapa	1400000
passa	país	1400000
passa	cidade	1400000
passa	rio	1400000
