# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
dobrý	den	1500000
účet	za	1400000
rozpočet	pokrývá	1400000
banka	potvrzuje	1400000
ulož	pojištění	1400000
pojištění	pro	1400000
dům	potřebuje	1400000
oprava	vyžaduje	1400000
internet	funguje	1400000
klíč	zůstává	1400000
stěhování	používá	1400000
film	začíná	1400000
začíná	po	1400000
hudba	pokračuje	1400000
podcast	mluví	1400000
seriál	přijde	1400000
hra	funguje	1400000
funguje	na	1400000
telefon	se	1400000
se	nabíjí	1400000
soubor	zůstává	1400000
stránka	ukazuje	1400000
heslo	funguje	1400000
funguje	pro	1400000
aktualizace	je	1400000
muzeum	ukazuje	1400000
kniha	vysvětluje	1400000
historie	zmiňuje	1400000
věda	vyžaduje	1400000
obraz	zůstává	1400000
zavolej	když	1400000
termín	se	1400000
ulož	adresu	1400000
adresu	pro	1400000
kalendář	potvrzuje	1400000
zpráva	je	1400000
můžeš	zpráva	1400000
můžeš	odpověď	1400000
můžeš	fotka	1400000
můžeš	telefon	1400000
můžeš	termín	1400000
že	zpráva	1400000
že	odpověď	1400000
že	fotka	1400000
že	telefon	1400000
že	termín	1400000
kdy	zpráva	1400000
kdy	odpověď	1400000
kdy	fotka	1400000
kdy	telefon	1400000
kdy	termín	1400000
mi	zpráva	1400000
mi	odpověď	1400000
mi	fotka	1400000
mi	telefon	1400000
mi	termín	1400000
za	zpráva	1400000
za	odpověď	1400000
za	fotka	1400000
za	telefon	1400000
za	termín	1400000
zpráva	zpráva	1400000
zpráva	odpověď	1400000
zpráva	fotka	1400000
zpráva	telefon	1400000
zpráva	termín	1400000
zpráva	před	1400000
zpráva	po	1400000
zpráva	zítra	1400000
zpráva	dnes	1400000
zpráva	tento	1400000
zpráva	doma	1400000
zpráva	rodinou	1400000
zpráva	protože	1400000
zpráva	když	1400000
zpráva	prosím	1400000
odpověď	zpráva	1400000
odpověď	odpověď	1400000
odpověď	fotka	1400000
odpověď	telefon	1400000
odpověď	termín	1400000
odpověď	před	1400000
odpověď	po	1400000
odpověď	zítra	1400000
odpověď	dnes	1400000
odpověď	tento	1400000
odpověď	doma	1400000
odpověď	rodinou	1400000
odpověď	protože	1400000
odpověď	když	1400000
odpověď	prosím	1400000
fotka	zpráva	1400000
fotka	odpověď	1400000
fotka	fotka	1400000
fotka	telefon	1400000
fotka	termín	1400000
fotka	před	1400000
fotka	po	1400000
fotka	zítra	1400000
fotka	dnes	1400000
fotka	tento	1400000
fotka	doma	1400000
fotka	rodinou	1400000
fotka	protože	1400000
fotka	když	1400000
fotka	prosím	1400000
telefon	zpráva	1400000
telefon	odpověď	1400000
telefon	fotka	1400000
telefon	telefon	1400000
telefon	termín	1400000
telefon	před	1400000
telefon	po	1400000
telefon	zítra	1400000
telefon	dnes	1400000
telefon	tento	1400000
telefon	doma	1400000
telefon	rodinou	1400000
telefon	protože	1400000
telefon	když	1400000
telefon	prosím	1400000
termín	zpráva	1400000
termín	odpověď	1400000
termín	fotka	1400000
termín	telefon	1400000
termín	termín	1400000
termín	před	1400000
termín	po	1400000
termín	zítra	1400000
termín	dnes	1400000
termín	tento	1400000
termín	doma	1400000
termín	rodinou	1400000
termín	protože	1400000
termín	když	1400000
termín	prosím	1400000
nezapomeň	seznam	1400000
nezapomeň	dokument	1400000
nezapomeň	problém	1400000
nezapomeň	dům	1400000
nezapomeň	kalendář	1400000
poznámka	seznam	1400000
poznámka	dokument	1400000
poznámka	problém	1400000
poznámka	dům	1400000
poznámka	kalendář	1400000
zkontrolovat	seznam	1400000
zkontrolovat	dokument	1400000
zkontrolovat	problém	1400000
zkontrolovat	dům	1400000
zkontrolovat	kalendář	1400000
zítra	seznam	1400000
zítra	dokument	1400000
zítra	problém	1400000
zítra	dům	1400000
zítra	kalendář	1400000
mi	seznam	1400000
mi	dokument	1400000
mi	problém	1400000
mi	dům	1400000
mi	kalendář	1400000
seznam	seznam	1400000
seznam	dokument	1400000
seznam	problém	1400000
seznam	dům	1400000
seznam	kalendář	1400000
seznam	před	1400000
seznam	po	1400000
seznam	zítra	1400000
seznam	dnes	1400000
seznam	tento	1400000
seznam	doma	1400000
seznam	rodinou	1400000
seznam	protože	1400000
seznam	když	1400000
seznam	prosím	1400000
dokument	seznam	1400000
dokument	dokument	1400000
dokument	problém	1400000
dokument	dům	1400000
dokument	kalendář	1400000
dokument	před	1400000
dokument	po	1400000
dokument	zítra	1400000
dokument	dnes	1400000
dokument	tento	1400000
dokument	doma	1400000
dokument	rodinou	1400000
dokument	protože	1400000
dokument	když	1400000
dokument	prosím	1400000
problém	seznam	1400000
problém	dokument	1400000
problém	problém	1400000
problém	dům	1400000
problém	kalendář	1400000
problém	před	1400000
problém	po	1400000
problém	zítra	1400000
problém	dnes	1400000
problém	tento	1400000
problém	doma	1400000
problém	rodinou	1400000
problém	protože	1400000
problém	když	1400000
problém	prosím	1400000
dům	seznam	1400000
dům	dokument	1400000
dům	problém	1400000
dům	dům	1400000
dům	kalendář	1400000
dům	před	1400000
dům	po	1400000
dům	zítra	1400000
dům	dnes	1400000
dům	tento	1400000
dům	doma	1400000
dům	rodinou	1400000
dům	protože	1400000
dům	když	1400000
dům	prosím	1400000
kalendář	seznam	1400000
kalendář	dokument	1400000
kalendář	problém	1400000
kalendář	dům	1400000
kalendář	kalendář	1400000
kalendář	před	1400000
kalendář	po	1400000
kalendář	zítra	1400000
kalendář	dnes	1400000
kalendář	tento	1400000
kalendář	doma	1400000
kalendář	rodinou	1400000
kalendář	protože	1400000
kalendář	když	1400000
kalendář	prosím	1400000
žádá	projekt	1400000
žádá	zpráva	1400000
žádá	schůzka	1400000
žádá	klient	1400000
žádá	kancelář	1400000
schůzka	projekt	1400000
schůzka	zpráva	1400000
schůzka	schůzka	1400000
schůzka	klient	1400000
schůzka	kancelář	1400000
poslat	projekt	1400000
poslat	zpráva	1400000
poslat	schůzka	1400000
poslat	klient	1400000
poslat	kancelář	1400000
připravuji	projekt	1400000
připravuji	zpráva	1400000
připravuji	schůzka	1400000
připravuji	klient	1400000
připravuji	kancelář	1400000
zmiňuje	projekt	1400000
zmiňuje	zpráva	1400000
zmiňuje	schůzka	1400000
zmiňuje	klient	1400000
zmiňuje	kancelář	1400000
projekt	projekt	1400000
projekt	zpráva	1400000
projekt	schůzka	1400000
projekt	klient	1400000
projekt	kancelář	1400000
projekt	před	1400000
projekt	po	1400000
projekt	zítra	1400000
projekt	dnes	1400000
projekt	tento	1400000
projekt	doma	1400000
projekt	rodinou	1400000
projekt	protože	1400000
projekt	když	1400000
projekt	prosím	1400000
zpráva	projekt	1400000
zpráva	schůzka	1400000
zpráva	klient	1400000
zpráva	kancelář	1400000
schůzka	před	1400000
schůzka	po	1400000
schůzka	zítra	1400000
schůzka	dnes	1400000
schůzka	tento	1400000
schůzka	doma	1400000
schůzka	rodinou	1400000
schůzka	protože	1400000
schůzka	když	1400000
schůzka	prosím	1400000
klient	projekt	1400000
klient	zpráva	1400000
klient	schůzka	1400000
klient	klient	1400000
klient	kancelář	1400000
klient	před	1400000
klient	po	1400000
klient	zítra	1400000
klient	dnes	1400000
klient	tento	1400000
klient	doma	1400000
klient	rodinou	1400000
klient	protože	1400000
klient	když	1400000
klient	prosím	1400000
kancelář	projekt	1400000
kancelář	zpráva	1400000
kancelář	schůzka	1400000
kancelář	klient	1400000
kancelář	kancelář	1400000
kancelář	před	1400000
kancelář	po	1400000
kancelář	zítra	1400000
kancelář	dnes	1400000
kancelář	tento	1400000
kancelář	doma	1400000
kancelář	rodinou	1400000
kancelář	protože	1400000
kancelář	když	1400000
kancelář	prosím	1400000
na	děti	1400000
na	rodiče	1400000
na	rodina	1400000
na	narozeniny	1400000
na	domov	1400000
vzít	děti	1400000
vzít	rodiče	1400000
vzít	rodina	1400000
vzít	narozeniny	1400000
vzít	domov	1400000
chtějí	děti	1400000
chtějí	rodiče	1400000
chtějí	rodina	1400000
chtějí	narozeniny	1400000
chtějí	domov	1400000
přijede	děti	1400000
přijede	rodiče	1400000
přijede	rodina	1400000
přijede	narozeniny	1400000
přijede	domov	1400000
se	děti	1400000
se	rodiče	1400000
se	rodina	1400000
se	narozeniny	1400000
se	domov	1400000
děti	děti	1400000
děti	rodiče	1400000
děti	rodina	1400000
děti	narozeniny	1400000
děti	domov	1400000
děti	před	1400000
děti	po	1400000
děti	zítra	1400000
děti	dnes	1400000
děti	tento	1400000
děti	doma	1400000
děti	rodinou	1400000
děti	protože	1400000
děti	když	1400000
děti	prosím	1400000
rodiče	děti	1400000
rodiče	rodiče	1400000
rodiče	rodina	1400000
rodiče	narozeniny	1400000
rodiče	domov	1400000
rodiče	před	1400000
rodiče	po	1400000
rodiče	zítra	1400000
rodiče	dnes	1400000
rodiče	tento	1400000
rodiče	doma	1400000
rodiče	rodinou	1400000
rodiče	protože	1400000
rodiče	když	1400000
rodiče	prosím	1400000
rodina	děti	1400000
rodina	rodiče	1400000
rodina	rodina	1400000
rodina	narozeniny	1400000
rodina	domov	1400000
rodina	před	1400000
rodina	po	1400000
rodina	zítra	1400000
rodina	dnes	1400000
rodina	tento	1400000
rodina	doma	1400000
rodina	rodinou	1400000
rodina	protože	1400000
rodina	když	1400000
rodina	prosím	1400000
narozeniny	děti	1400000
narozeniny	rodiče	1400000
narozeniny	rodina	1400000
narozeniny	narozeniny	1400000
narozeniny	domov	1400000
narozeniny	před	1400000
narozeniny	po	1400000
narozeniny	zítra	1400000
narozeniny	dnes	1400000
narozeniny	tento	1400000
narozeniny	doma	1400000
narozeniny	rodinou	1400000
narozeniny	protože	1400000
narozeniny	když	1400000
narozeniny	prosím	1400000
domov	děti	1400000
domov	rodiče	1400000
domov	rodina	1400000
domov	narozeniny	1400000
domov	domov	1400000
domov	před	1400000
domov	po	1400000
domov	zítra	1400000
domov	dnes	1400000
domov	tento	1400000
domov	doma	1400000
domov	rodinou	1400000
domov	protože	1400000
domov	když	1400000
domov	prosím	1400000
do	vlak	1400000
do	autobus	1400000
do	auto	1400000
do	stanice	1400000
do	hotel	1400000
do	letiště	1400000
rezervovat	vlak	1400000
rezervovat	autobus	1400000
rezervovat	auto	1400000
rezervovat	stanice	1400000
rezervovat	hotel	1400000
rezervovat	letiště	1400000
na	vlak	1400000
na	autobus	1400000
na	auto	1400000
na	stanice	1400000
na	hotel	1400000
na	letiště	1400000
má	vlak	1400000
má	autobus	1400000
má	auto	1400000
má	stanice	1400000
má	hotel	1400000
má	letiště	1400000
potvrzuje	vlak	1400000
potvrzuje	autobus	1400000
potvrzuje	auto	1400000
potvrzuje	stanice	1400000
potvrzuje	hotel	1400000
potvrzuje	letiště	1400000
vlak	vlak	1400000
vlak	autobus	1400000
vlak	auto	1400000
vlak	stanice	1400000
vlak	hotel	1400000
vlak	letiště	1400000
vlak	před	1400000
vlak	po	1400000
vlak	zítra	1400000
vlak	dnes	1400000
vlak	tento	1400000
vlak	doma	1400000
vlak	rodinou	1400000
vlak	protože	1400000
vlak	když	1400000
vlak	prosím	1400000
autobus	vlak	1400000
autobus	autobus	1400000
autobus	auto	1400000
autobus	stanice	1400000
autobus	hotel	1400000
autobus	letiště	1400000
autobus	před	1400000
autobus	po	1400000
autobus	zítra	1400000
autobus	dnes	1400000
autobus	tento	1400000
autobus	doma	1400000
autobus	rodinou	1400000
autobus	protože	1400000
autobus	když	1400000
autobus	prosím	1400000
auto	vlak	1400000
auto	autobus	1400000
auto	auto	1400000
auto	stanice	1400000
auto	hotel	1400000
auto	letiště	1400000
auto	před	1400000
auto	po	1400000
auto	zítra	1400000
auto	dnes	1400000
auto	tento	1400000
auto	doma	1400000
auto	rodinou	1400000
auto	protože	1400000
auto	když	1400000
auto	prosím	1400000
stanice	vlak	1400000
stanice	autobus	1400000
stanice	auto	1400000
stanice	stanice	1400000
stanice	hotel	1400000
stanice	letiště	1400000
stanice	před	1400000
stanice	po	1400000
stanice	zítra	1400000
stanice	dnes	1400000
stanice	tento	1400000
stanice	doma	1400000
stanice	rodinou	1400000
stanice	protože	1400000
stanice	když	1400000
stanice	prosím	1400000
hotel	vlak	1400000
hotel	autobus	1400000
hotel	auto	1400000
hotel	stanice	1400000
hotel	hotel	1400000
hotel	letiště	1400000
hotel	před	1400000
hotel	po	1400000
hotel	zítra	1400000
hotel	dnes	1400000
hotel	tento	1400000
hotel	doma	1400000
hotel	rodinou	1400000
hotel	protože	1400000
hotel	když	1400000
hotel	prosím	1400000
letiště	vlak	1400000
letiště	autobus	1400000
letiště	auto	1400000
letiště	stanice	1400000
letiště	hotel	1400000
letiště	letiště	1400000
letiště	před	1400000
letiště	po	1400000
letiště	zítra	1400000
letiště	dnes	1400000
letiště	tento	1400000
letiště	doma	1400000
letiště	rodinou	1400000
letiště	protože	1400000
letiště	když	1400000
letiště	prosím	1400000
přijede	vlak	1400000
přijede	autobus	1400000
přijede	metro	1400000
přijede	trasa	1400000
přijede	stanice	1400000
přijede	jízdenka	1400000
má	metro	1400000
má	trasa	1400000
má	jízdenka	1400000
na	metro	1400000
na	trasa	1400000
na	jízdenka	1400000
čeká	vlak	1400000
čeká	autobus	1400000
čeká	metro	1400000
čeká	trasa	1400000
čeká	stanice	1400000
čeká	jízdenka	1400000
vlak	metro	1400000
vlak	trasa	1400000
vlak	jízdenka	1400000
autobus	metro	1400000
autobus	trasa	1400000
autobus	jízdenka	1400000
metro	vlak	1400000
metro	autobus	1400000
metro	metro	1400000
metro	trasa	1400000
metro	stanice	1400000
metro	jízdenka	1400000
metro	před	1400000
metro	po	1400000
metro	zítra	1400000
metro	dnes	1400000
metro	tento	1400000
metro	doma	1400000
metro	rodinou	1400000
metro	protože	1400000
metro	když	1400000
metro	prosím	1400000
trasa	vlak	1400000
trasa	autobus	1400000
trasa	metro	1400000
trasa	trasa	1400000
trasa	stanice	1400000
trasa	jízdenka	1400000
trasa	před	1400000
trasa	po	1400000
trasa	zítra	1400000
trasa	dnes	1400000
trasa	tento	1400000
trasa	doma	1400000
trasa	rodinou	1400000
trasa	protože	1400000
trasa	když	1400000
trasa	prosím	1400000
stanice	metro	1400000
stanice	trasa	1400000
stanice	jízdenka	1400000
jízdenka	vlak	1400000
jízdenka	autobus	1400000
jízdenka	metro	1400000
jízdenka	trasa	1400000
jízdenka	stanice	1400000
jízdenka	jízdenka	1400000
jízdenka	před	1400000
jízdenka	po	1400000
jízdenka	zítra	1400000
jízdenka	dnes	1400000
jízdenka	tento	1400000
jízdenka	doma	1400000
jízdenka	rodinou	1400000
jízdenka	protože	1400000
jízdenka	když	1400000
jízdenka	prosím	1400000
začíná	úkol	1400000
začíná	kniha	1400000
začíná	hodina	1400000
začíná	škola	1400000
začíná	zkouška	1400000
zmiňuje	úkol	1400000
zmiňuje	kniha	1400000
zmiňuje	hodina	1400000
zmiňuje	škola	1400000
zmiňuje	zkouška	1400000
je	úkol	1400000
je	kniha	1400000
je	hodina	1400000
je	škola	1400000
je	zkouška	1400000
zavírá	úkol	1400000
zavírá	kniha	1400000
zavírá	hodina	1400000
zavírá	škola	1400000
zavírá	zkouška	1400000
vyžaduje	úkol	1400000
vyžaduje	kniha	1400000
vyžaduje	hodina	1400000
vyžaduje	škola	1400000
vyžaduje	zkouška	1400000
úkol	úkol	1400000
úkol	kniha	1400000
úkol	hodina	1400000
úkol	škola	1400000
úkol	zkouška	1400000
úkol	před	1400000
úkol	po	1400000
úkol	zítra	1400000
úkol	dnes	1400000
úkol	tento	1400000
úkol	doma	1400000
úkol	rodinou	1400000
úkol	protože	1400000
úkol	když	1400000
úkol	prosím	1400000
kniha	úkol	1400000
kniha	kniha	1400000
kniha	hodina	1400000
kniha	škola	1400000
kniha	zkouška	1400000
kniha	před	1400000
kniha	po	1400000
kniha	zítra	1400000
kniha	dnes	1400000
kniha	tento	1400000
kniha	doma	1400000
kniha	rodinou	1400000
kniha	protože	1400000
kniha	když	1400000
kniha	prosím	1400000
hodina	úkol	1400000
hodina	kniha	1400000
hodina	hodina	1400000
hodina	škola	1400000
hodina	zkouška	1400000
hodina	před	1400000
hodina	po	1400000
hodina	zítra	1400000
hodina	dnes	1400000
hodina	tento	1400000
hodina	doma	1400000
hodina	rodinou	1400000
hodina	protože	1400000
hodina	když	1400000
hodina	prosím	1400000
škola	úkol	1400000
škola	kniha	1400000
škola	hodina	1400000
škola	škola	1400000
škola	zkouška	1400000
škola	před	1400000
škola	po	1400000
škola	zítra	1400000
škola	dnes	1400000
škola	tento	1400000
škola	doma	1400000
škola	rodinou	1400000
škola	protože	1400000
škola	když	1400000
škola	prosím	1400000
zkouška	úkol	1400000
zkouška	kniha	1400000
zkouška	hodina	1400000
zkouška	škola	1400000
zkouška	zkouška	1400000
zkouška	před	1400000
zkouška	po	1400000
zkouška	zítra	1400000
zkouška	dnes	1400000
zkouška	tento	1400000
zkouška	doma	1400000
zkouška	rodinou	1400000
zkouška	protože	1400000
zkouška	když	1400000
zkouška	prosím	1400000
potvrzuje	lékař	1400000
potvrzuje	lékárna	1400000
potvrzuje	termín	1400000
potvrzuje	lék	1400000
potvrzuje	recept	1400000
pro	lékař	1400000
pro	lékárna	1400000
pro	termín	1400000
pro	lék	1400000
pro	recept	1400000
vyzvednout	lékař	1400000
vyzvednout	lékárna	1400000
vyzvednout	termín	1400000
vyzvednout	lék	1400000
vyzvednout	recept	1400000
zůstává	lékař	1400000
zůstává	lékárna	1400000
zůstává	termín	1400000
zůstává	lék	1400000
zůstává	recept	1400000
lékař	lékař	1400000
lékař	lékárna	1400000
lékař	termín	1400000
lékař	lék	1400000
lékař	recept	1400000
lékař	před	1400000
lékař	po	1400000
lékař	zítra	1400000
lékař	dnes	1400000
lékař	tento	1400000
lékař	doma	1400000
lékař	rodinou	1400000
lékař	protože	1400000
lékař	když	1400000
lékař	prosím	1400000
lékárna	lékař	1400000
lékárna	lékárna	1400000
lékárna	termín	1400000
lékárna	lék	1400000
lékárna	recept	1400000
lékárna	před	1400000
lékárna	po	1400000
lékárna	zítra	1400000
lékárna	dnes	1400000
lékárna	tento	1400000
lékárna	doma	1400000
lékárna	rodinou	1400000
lékárna	protože	1400000
lékárna	když	1400000
lékárna	prosím	1400000
termín	lékař	1400000
termín	lékárna	1400000
termín	lék	1400000
termín	recept	1400000
lék	lékař	1400000
lék	lékárna	1400000
lék	termín	1400000
lék	lék	1400000
lék	recept	1400000
lék	před	1400000
lék	po	1400000
lék	zítra	1400000
lék	dnes	1400000
lék	tento	1400000
lék	doma	1400000
lék	rodinou	1400000
lék	protože	1400000
lék	když	1400000
lék	prosím	1400000
recept	lékař	1400000
recept	lékárna	1400000
recept	termín	1400000
recept	lék	1400000
recept	recept	1400000
recept	před	1400000
recept	po	1400000
recept	zítra	1400000
recept	dnes	1400000
recept	tento	1400000
recept	doma	1400000
recept	rodinou	1400000
recept	protože	1400000
recept	když	1400000
recept	prosím	1400000
koupit	nákup	1400000
koupit	chléb	1400000
koupit	káva	1400000
koupit	jídlo	1400000
koupit	seznam	1400000
obsahuje	nákup	1400000
obsahuje	chléb	1400000
obsahuje	káva	1400000
obsahuje	jídlo	1400000
obsahuje	seznam	1400000
přidej	nákup	1400000
přidej	chléb	1400000
přidej	káva	1400000
přidej	jídlo	1400000
přidej	seznam	1400000
přijde	nákup	1400000
přijde	chléb	1400000
přijde	káva	1400000
přijde	jídlo	1400000
přijde	seznam	1400000
pro	nákup	1400000
pro	chléb	1400000
pro	káva	1400000
pro	jídlo	1400000
pro	seznam	1400000
nákup	nákup	1400000
nákup	chléb	1400000
nákup	káva	1400000
nákup	jídlo	1400000
nákup	seznam	1400000
nákup	před	1400000
nákup	po	1400000
nákup	zítra	1400000
nákup	dnes	1400000
nákup	tento	1400000
nákup	doma	1400000
nákup	rodinou	1400000
nákup	protože	1400000
nákup	když	1400000
nákup	prosím	1400000
chléb	nákup	1400000
chléb	chléb	1400000
chléb	káva	1400000
chléb	jídlo	1400000
chléb	seznam	1400000
chléb	před	1400000
chléb	po	1400000
chléb	zítra	1400000
chléb	dnes	1400000
chléb	tento	1400000
chléb	doma	1400000
chléb	rodinou	1400000
chléb	protože	1400000
chléb	když	1400000
chléb	prosím	1400000
káva	nákup	1400000
káva	chléb	1400000
káva	káva	1400000
káva	jídlo	1400000
káva	seznam	1400000
káva	před	1400000
káva	po	1400000
káva	zítra	1400000
káva	dnes	1400000
káva	tento	1400000
káva	doma	1400000
káva	rodinou	1400000
káva	protože	1400000
káva	když	1400000
káva	prosím	1400000
jídlo	nákup	1400000
jídlo	chléb	1400000
jídlo	káva	1400000
jídlo	jídlo	1400000
jídlo	seznam	1400000
jídlo	před	1400000
jídlo	po	1400000
jídlo	zítra	1400000
jídlo	dnes	1400000
jídlo	tento	1400000
jídlo	doma	1400000
jídlo	rodinou	1400000
jídlo	protože	1400000
jídlo	když	1400000
jídlo	prosím	1400000
seznam	nákup	1400000
seznam	chléb	1400000
seznam	káva	1400000
seznam	jídlo	1400000
jíme	večeře	1400000
jíme	oběd	1400000
jíme	kuchyně	1400000
jíme	chléb	1400000
jíme	káva	1400000
připravuji	večeře	1400000
připravuji	oběd	1400000
připravuji	kuchyně	1400000
připravuji	chléb	1400000
připravuji	káva	1400000
pro	večeře	1400000
pro	oběd	1400000
pro	kuchyně	1400000
bude	večeře	1400000
bude	oběd	1400000
bude	kuchyně	1400000
bude	chléb	1400000
bude	káva	1400000
používá	večeře	1400000
používá	oběd	1400000
používá	kuchyně	1400000
používá	chléb	1400000
používá	káva	1400000
večeře	večeře	1400000
večeře	oběd	1400000
večeře	kuchyně	1400000
večeře	chléb	1400000
večeře	káva	1400000
večeře	před	1400000
večeře	po	1400000
večeře	zítra	1400000
večeře	dnes	1400000
večeře	tento	1400000
večeře	doma	1400000
večeře	rodinou	1400000
večeře	protože	1400000
večeře	když	1400000
večeře	prosím	1400000
oběd	večeře	1400000
oběd	oběd	1400000
oběd	kuchyně	1400000
oběd	chléb	1400000
oběd	káva	1400000
oběd	před	1400000
oběd	po	1400000
oběd	zítra	1400000
oběd	dnes	1400000
oběd	tento	1400000
oběd	doma	1400000
oběd	rodinou	1400000
oběd	protože	1400000
oběd	když	1400000
oběd	prosím	1400000
kuchyně	večeře	1400000
kuchyně	oběd	1400000
kuchyně	kuchyně	1400000
kuchyně	chléb	1400000
kuchyně	káva	1400000
kuchyně	před	1400000
kuchyně	po	1400000
kuchyně	zítra	1400000
kuchyně	dnes	1400000
kuchyně	tento	1400000
kuchyně	doma	1400000
kuchyně	rodinou	1400000
kuchyně	protože	1400000
kuchyně	když	1400000
kuchyně	prosím	1400000
chléb	večeře	1400000
chléb	oběd	1400000
chléb	kuchyně	1400000
káva	večeře	1400000
káva	oběd	1400000
káva	kuchyně	1400000
před	modlitba	1400000
před	kostel	1400000
před	mešita	1400000
před	kniha	1400000
před	neděle	1400000
do	modlitba	1400000
do	kostel	1400000
do	mešita	1400000
do	kniha	1400000
do	neděle	1400000
mluví	modlitba	1400000
mluví	kostel	1400000
mluví	mešita	1400000
mluví	kniha	1400000
mluví	neděle	1400000
pro	modlitba	1400000
pro	kostel	1400000
pro	mešita	1400000
pro	kniha	1400000
pro	neděle	1400000
cituje	modlitba	1400000
cituje	kostel	1400000
cituje	mešita	1400000
cituje	kniha	1400000
cituje	neděle	1400000
modlitba	modlitba	1400000
modlitba	kostel	1400000
modlitba	mešita	1400000
modlitba	kniha	1400000
modlitba	neděle	1400000
modlitba	před	1400000
modlitba	po	1400000
modlitba	zítra	1400000
modlitba	dnes	1400000
modlitba	tento	1400000
modlitba	doma	1400000
modlitba	rodinou	1400000
modlitba	protože	1400000
modlitba	když	1400000
modlitba	prosím	1400000
kostel	modlitba	1400000
kostel	kostel	1400000
kostel	mešita	1400000
kostel	kniha	1400000
kostel	neděle	1400000
kostel	před	1400000
kostel	po	1400000
kostel	zítra	1400000
kostel	dnes	1400000
kostel	tento	1400000
kostel	doma	1400000
kostel	rodinou	1400000
kostel	protože	1400000
kostel	když	1400000
kostel	prosím	1400000
mešita	modlitba	1400000
mešita	kostel	1400000
mešita	mešita	1400000
mešita	kniha	1400000
mešita	neděle	1400000
mešita	před	1400000
mešita	po	1400000
mešita	zítra	1400000
mešita	dnes	1400000
mešita	tento	1400000
mešita	doma	1400000
mešita	rodinou	1400000
mešita	protože	1400000
mešita	když	1400000
mešita	prosím	1400000
kniha	modlitba	1400000
kniha	kostel	1400000
kniha	mešita	1400000
kniha	neděle	1400000
neděle	modlitba	1400000
neděle	kostel	1400000
neděle	mešita	1400000
neděle	kniha	1400000
neděle	neděle	1400000
neděle	před	1400000
neděle	po	1400000
neděle	zítra	1400000
neděle	dnes	1400000
