# Generated curated bigrams for multilingual keyboard parity.
# Format: prev<TAB>next<TAB>count
dzień	dobry	1500000
nie	ma	1400000
ma	problemu	1400000
odpowiem	szybko	1400000
modlitwa	zaczyna	1400000
rodzina	idzie	1400000
wiadomość	mówi	1400000
meczet	otwiera	1400000
książka	cytuje	1400000
mapa	pokazuje	1400000
miasto	jest	1400000
góra	leży	1400000
trasa	prowadzi	1400000
stolica	zmienia	1400000
sąd	czeka	1400000
adwokat	przygotowuje	1400000
prawo	zmienia	1400000
policja	trzyma	1400000
sędzia	prosi	1400000
rząd	przygotowuje	1400000
minister	mówi	1400000
głosowanie	zaczyna	1400000
partia	odpowiada	1400000
prezydent	mówi	1400000
mecz	zaczyna	1400000
drużyna	trenuje	1400000
zawodnik	sprawdza	1400000
stadion	otwiera	1400000
wyścig	przechodzi	1400000
czynsz	schodzi	1400000
sprawdź	rachunek	1400000
budżet	zostaje	1400000
bank	potwierdza	1400000
zapisz	ubezpieczenie	1400000
hydraulik	przyjdzie	1400000
internet	nadal	1400000
rachunek	przychodzi	1400000
przygotuj	pudełka	1400000
klucz	zostaje	1400000
autobus	przyjeżdża	1400000
metro	ma	1400000
zachowaj	bilet	1400000
trasa	się	1400000
się	zmienia	1400000
film	zaczyna	1400000
muzyka	gra	1400000
gra	dalej	1400000
podcast	mówi	1400000
serial	wraca	1400000
gra	działa	1400000
strona	pokazuje	1400000
telefon	się	1400000
się	ładuje	1400000
plik	zostaje	1400000
zdjęcie	przychodzi	1400000
aktualizacja	jest	1400000
muzeum	prezentuje	1400000
książka	wyjaśnia	1400000
nauka	prosi	1400000
wiersz	zostaje	1400000
kultura	się	1400000
ogród	potrzebuje	1400000
zdjęcie	rysunku	1400000
rower	czeka	1400000
farba	schnie	1400000
klub	zaczyna	1400000
zadzwoń	kiedy	1400000
wizyta	się	1400000
zapisz	adres	1400000
kalendarz	potwierdza	1400000
wiadomość	trwa	1400000
możesz	wiadomość	1400000
możesz	odpowiedź	1400000
możesz	zdjęcie	1400000
możesz	telefon	1400000
możesz	komórka	1400000
chcę	wiadomość	1400000
chcę	odpowiedź	1400000
chcę	zdjęcie	1400000
chcę	telefon	1400000
chcę	komórka	1400000
kiedy	wiadomość	1400000
kiedy	odpowiedź	1400000
kiedy	zdjęcie	1400000
kiedy	telefon	1400000
kiedy	komórka	1400000
że	wiadomość	1400000
że	odpowiedź	1400000
że	zdjęcie	1400000
że	telefon	1400000
że	komórka	1400000
wiadomość	wiadomość	1400000
wiadomość	odpowiedź	1400000
wiadomość	zdjęcie	1400000
wiadomość	telefon	1400000
wiadomość	komórka	1400000
wiadomość	przed	1400000
wiadomość	po	1400000
wiadomość	jutro	1400000
wiadomość	dziś	1400000
wiadomość	tym	1400000
wiadomość	domu	1400000
wiadomość	rodziną	1400000
wiadomość	bo	1400000
wiadomość	kiedy	1400000
wiadomość	proszę	1400000
wiadomość	bardzo	1400000
odpowiedź	wiadomość	1400000
odpowiedź	odpowiedź	1400000
odpowiedź	zdjęcie	1400000
odpowiedź	telefon	1400000
odpowiedź	komórka	1400000
odpowiedź	przed	1400000
odpowiedź	po	1400000
odpowiedź	jutro	1400000
odpowiedź	dziś	1400000
odpowiedź	tym	1400000
odpowiedź	domu	1400000
odpowiedź	rodziną	1400000
odpowiedź	bo	1400000
odpowiedź	kiedy	1400000
odpowiedź	proszę	1400000
odpowiedź	bardzo	1400000
zdjęcie	wiadomość	1400000
zdjęcie	odpowiedź	1400000
zdjęcie	zdjęcie	1400000
zdjęcie	telefon	1400000
zdjęcie	komórka	1400000
zdjęcie	przed	1400000
zdjęcie	po	1400000
zdjęcie	jutro	1400000
zdjęcie	dziś	1400000
zdjęcie	tym	1400000
zdjęcie	domu	1400000
zdjęcie	rodziną	1400000
zdjęcie	bo	1400000
zdjęcie	kiedy	1400000
zdjęcie	proszę	1400000
zdjęcie	bardzo	1400000
telefon	wiadomość	1400000
telefon	odpowiedź	1400000
telefon	zdjęcie	1400000
telefon	telefon	1400000
telefon	komórka	1400000
telefon	przed	1400000
telefon	po	1400000
telefon	jutro	1400000
telefon	dziś	1400000
telefon	tym	1400000
telefon	domu	1400000
telefon	rodziną	1400000
telefon	bo	1400000
telefon	kiedy	1400000
telefon	proszę	1400000
telefon	bardzo	1400000
komórka	wiadomość	1400000
komórka	odpowiedź	1400000
komórka	zdjęcie	1400000
komórka	telefon	1400000
komórka	komórka	1400000
komórka	przed	1400000
komórka	po	1400000
komórka	jutro	1400000
komórka	dziś	1400000
komórka	tym	1400000
komórka	domu	1400000
komórka	rodziną	1400000
komórka	bo	1400000
komórka	kiedy	1400000
komórka	proszę	1400000
komórka	bardzo	1400000
pamiętać	wizyta	1400000
pamiętać	lista	1400000
pamiętać	dokument	1400000
pamiętać	dom	1400000
pamiętać	problem	1400000
zapomnieć	wizyta	1400000
zapomnieć	lista	1400000
zapomnieć	dokument	1400000
zapomnieć	dom	1400000
zapomnieć	problem	1400000
notatka	wizyta	1400000
notatka	lista	1400000
notatka	dokument	1400000
notatka	dom	1400000
notatka	problem	1400000
sprawdzić	wizyta	1400000
sprawdzić	lista	1400000
sprawdzić	dokument	1400000
sprawdzić	dom	1400000
sprawdzić	problem	1400000
jutro	wizyta	1400000
jutro	lista	1400000
jutro	dokument	1400000
jutro	dom	1400000
jutro	problem	1400000
wizyta	wizyta	1400000
wizyta	lista	1400000
wizyta	dokument	1400000
wizyta	dom	1400000
wizyta	problem	1400000
wizyta	przed	1400000
wizyta	po	1400000
wizyta	jutro	1400000
wizyta	dziś	1400000
wizyta	tym	1400000
wizyta	domu	1400000
wizyta	rodziną	1400000
wizyta	bo	1400000
wizyta	kiedy	1400000
wizyta	proszę	1400000
wizyta	bardzo	1400000
lista	wizyta	1400000
lista	lista	1400000
lista	dokument	1400000
lista	dom	1400000
lista	problem	1400000
lista	przed	1400000
lista	po	1400000
lista	jutro	1400000
lista	dziś	1400000
lista	tym	1400000
lista	domu	1400000
lista	rodziną	1400000
lista	bo	1400000
lista	kiedy	1400000
lista	proszę	1400000
lista	bardzo	1400000
dokument	wizyta	1400000
dokument	lista	1400000
dokument	dokument	1400000
dokument	dom	1400000
dokument	problem	1400000
dokument	przed	1400000
dokument	po	1400000
dokument	jutro	1400000
dokument	dziś	1400000
dokument	tym	1400000
dokument	domu	1400000
dokument	rodziną	1400000
dokument	bo	1400000
dokument	kiedy	1400000
dokument	proszę	1400000
dokument	bardzo	1400000
dom	wizyta	1400000
dom	lista	1400000
dom	dokument	1400000
dom	dom	1400000
dom	problem	1400000
dom	przed	1400000
dom	po	1400000
dom	jutro	1400000
dom	dziś	1400000
dom	tym	1400000
dom	domu	1400000
dom	rodziną	1400000
dom	bo	1400000
dom	kiedy	1400000
dom	proszę	1400000
dom	bardzo	1400000
problem	wizyta	1400000
problem	lista	1400000
problem	dokument	1400000
problem	dom	1400000
problem	problem	1400000
problem	przed	1400000
problem	po	1400000
problem	jutro	1400000
problem	dziś	1400000
problem	tym	1400000
problem	domu	1400000
problem	rodziną	1400000
problem	bo	1400000
problem	kiedy	1400000
problem	proszę	1400000
problem	bardzo	1400000
prosi	projekt	1400000
prosi	dokument	1400000
prosi	spotkanie	1400000
prosi	klient	1400000
prosi	biuro	1400000
spotkanie	projekt	1400000
spotkanie	dokument	1400000
spotkanie	spotkanie	1400000
spotkanie	klient	1400000
spotkanie	biuro	1400000
wysłać	projekt	1400000
wysłać	dokument	1400000
wysłać	spotkanie	1400000
wysłać	klient	1400000
wysłać	biuro	1400000
przygotuję	projekt	1400000
przygotuję	dokument	1400000
przygotuję	spotkanie	1400000
przygotuję	klient	1400000
przygotuję	biuro	1400000
udostępnienie	projekt	1400000
udostępnienie	dokument	1400000
udostępnienie	spotkanie	1400000
udostępnienie	klient	1400000
udostępnienie	biuro	1400000
projekt	projekt	1400000
projekt	dokument	1400000
projekt	spotkanie	1400000
projekt	klient	1400000
projekt	biuro	1400000
projekt	przed	1400000
projekt	po	1400000
projekt	jutro	1400000
projekt	dziś	1400000
projekt	tym	1400000
projekt	domu	1400000
projekt	rodziną	1400000
projekt	bo	1400000
projekt	kiedy	1400000
projekt	proszę	1400000
projekt	bardzo	1400000
dokument	projekt	1400000
dokument	spotkanie	1400000
dokument	klient	1400000
dokument	biuro	1400000
spotkanie	przed	1400000
spotkanie	po	1400000
spotkanie	jutro	1400000
spotkanie	dziś	1400000
spotkanie	tym	1400000
spotkanie	domu	1400000
spotkanie	rodziną	1400000
spotkanie	bo	1400000
spotkanie	kiedy	1400000
spotkanie	proszę	1400000
spotkanie	bardzo	1400000
klient	projekt	1400000
klient	dokument	1400000
klient	spotkanie	1400000
klient	klient	1400000
klient	biuro	1400000
klient	przed	1400000
klient	po	1400000
klient	jutro	1400000
klient	dziś	1400000
klient	tym	1400000
klient	domu	1400000
klient	rodziną	1400000
klient	bo	1400000
klient	kiedy	1400000
klient	proszę	1400000
klient	bardzo	1400000
biuro	projekt	1400000
biuro	dokument	1400000
biuro	spotkanie	1400000
biuro	klient	1400000
biuro	biuro	1400000
biuro	przed	1400000
biuro	po	1400000
biuro	jutro	1400000
biuro	dziś	1400000
biuro	tym	1400000
biuro	domu	1400000
biuro	rodziną	1400000
biuro	bo	1400000
biuro	kiedy	1400000
biuro	proszę	1400000
biuro	bardzo	1400000
pyta	dzieci	1400000
pyta	rodzice	1400000
pyta	dom	1400000
pyta	rodzina	1400000
pyta	urodziny	1400000
przyjść	dzieci	1400000
przyjść	rodzice	1400000
przyjść	dom	1400000
przyjść	rodzina	1400000
przyjść	urodziny	1400000
chcą	dzieci	1400000
chcą	rodzice	1400000
chcą	dom	1400000
chcą	rodzina	1400000
chcą	urodziny	1400000
przyjeżdża	dzieci	1400000
przyjeżdża	rodzice	1400000
przyjeżdża	dom	1400000
przyjeżdża	rodzina	1400000
przyjeżdża	urodziny	1400000
się	dzieci	1400000
się	rodzice	1400000
się	dom	1400000
się	rodzina	1400000
się	urodziny	1400000
dzieci	dzieci	1400000
dzieci	rodzice	1400000
dzieci	dom	1400000
dzieci	rodzina	1400000
dzieci	urodziny	1400000
dzieci	przed	1400000
dzieci	po	1400000
dzieci	jutro	1400000
dzieci	dziś	1400000
dzieci	tym	1400000
dzieci	domu	1400000
dzieci	rodziną	1400000
dzieci	bo	1400000
dzieci	kiedy	1400000
dzieci	proszę	1400000
dzieci	bardzo	1400000
rodzice	dzieci	1400000
rodzice	rodzice	1400000
rodzice	dom	1400000
rodzice	rodzina	1400000
rodzice	urodziny	1400000
rodzice	przed	1400000
rodzice	po	1400000
rodzice	jutro	1400000
rodzice	dziś	1400000
rodzice	tym	1400000
rodzice	domu	1400000
rodzice	rodziną	1400000
rodzice	bo	1400000
rodzice	kiedy	1400000
rodzice	proszę	1400000
rodzice	bardzo	1400000
dom	dzieci	1400000
dom	rodzice	1400000
dom	rodzina	1400000
dom	urodziny	1400000
rodzina	dzieci	1400000
rodzina	rodzice	1400000
rodzina	dom	1400000
rodzina	rodzina	1400000
rodzina	urodziny	1400000
rodzina	przed	1400000
rodzina	po	1400000
rodzina	jutro	1400000
rodzina	dziś	1400000
rodzina	tym	1400000
rodzina	domu	1400000
rodzina	rodziną	1400000
rodzina	bo	1400000
rodzina	kiedy	1400000
rodzina	proszę	1400000
rodzina	bardzo	1400000
urodziny	dzieci	1400000
urodziny	rodzice	1400000
urodziny	dom	1400000
urodziny	rodzina	1400000
urodziny	urodziny	1400000
urodziny	przed	1400000
urodziny	po	1400000
urodziny	jutro	1400000
urodziny	dziś	1400000
urodziny	tym	1400000
urodziny	domu	1400000
urodziny	rodziną	1400000
urodziny	bo	1400000
urodziny	kiedy	1400000
urodziny	proszę	1400000
urodziny	bardzo	1400000
odjeżdża	pociąg	1400000
odjeżdża	autobus	1400000
odjeżdża	samochód	1400000
odjeżdża	stacja	1400000
odjeżdża	lotnisko	1400000
odjeżdża	hotel	1400000
złapać	pociąg	1400000
złapać	autobus	1400000
złapać	samochód	1400000
złapać	stacja	1400000
złapać	lotnisko	1400000
złapać	hotel	1400000
zarezerwujemy	pociąg	1400000
zarezerwujemy	autobus	1400000
zarezerwujemy	samochód	1400000
zarezerwujemy	stacja	1400000
zarezerwujemy	lotnisko	1400000
zarezerwujemy	hotel	1400000
do	pociąg	1400000
do	autobus	1400000
do	samochód	1400000
do	stacja	1400000
do	lotnisko	1400000
do	hotel	1400000
jest	pociąg	1400000
jest	autobus	1400000
jest	samochód	1400000
jest	stacja	1400000
jest	lotnisko	1400000
jest	hotel	1400000
pociąg	pociąg	1400000
pociąg	autobus	1400000
pociąg	samochód	1400000
pociąg	stacja	1400000
pociąg	lotnisko	1400000
pociąg	hotel	1400000
pociąg	przed	1400000
pociąg	po	1400000
pociąg	jutro	1400000
pociąg	dziś	1400000
pociąg	tym	1400000
pociąg	domu	1400000
pociąg	rodziną	1400000
pociąg	bo	1400000
pociąg	kiedy	1400000
pociąg	proszę	1400000
pociąg	bardzo	1400000
autobus	pociąg	1400000
autobus	autobus	1400000
autobus	samochód	1400000
autobus	stacja	1400000
autobus	lotnisko	1400000
autobus	hotel	1400000
autobus	przed	1400000
autobus	po	1400000
autobus	jutro	1400000
autobus	dziś	1400000
autobus	tym	1400000
autobus	domu	1400000
autobus	rodziną	1400000
autobus	bo	1400000
autobus	kiedy	1400000
autobus	proszę	1400000
autobus	bardzo	1400000
samochód	pociąg	1400000
samochód	autobus	1400000
samochód	samochód	1400000
samochód	stacja	1400000
samochód	lotnisko	1400000
samochód	hotel	1400000
samochód	przed	1400000
samochód	po	1400000
samochód	jutro	1400000
samochód	dziś	1400000
samochód	tym	1400000
samochód	domu	1400000
samochód	rodziną	1400000
samochód	bo	1400000
samochód	kiedy	1400000
samochód	proszę	1400000
samochód	bardzo	1400000
stacja	pociąg	1400000
stacja	autobus	1400000
stacja	samochód	1400000
stacja	stacja	1400000
stacja	lotnisko	1400000
stacja	hotel	1400000
stacja	przed	1400000
stacja	po	1400000
stacja	jutro	1400000
stacja	dziś	1400000
stacja	tym	1400000
stacja	domu	1400000
stacja	rodziną	1400000
stacja	bo	1400000
stacja	kiedy	1400000
stacja	proszę	1400000
stacja	bardzo	1400000
lotnisko	pociąg	1400000
lotnisko	autobus	1400000
lotnisko	samochód	1400000
lotnisko	stacja	1400000
lotnisko	lotnisko	1400000
lotnisko	hotel	1400000
lotnisko	przed	1400000
lotnisko	po	1400000
lotnisko	jutro	1400000
lotnisko	dziś	1400000
lotnisko	tym	1400000
lotnisko	domu	1400000
lotnisko	rodziną	1400000
lotnisko	bo	1400000
lotnisko	kiedy	1400000
lotnisko	proszę	1400000
lotnisko	bardzo	1400000
hotel	pociąg	1400000
hotel	autobus	1400000
hotel	samochód	1400000
hotel	stacja	1400000
hotel	lotnisko	1400000
hotel	hotel	1400000
hotel	przed	1400000
hotel	po	1400000
hotel	jutro	1400000
hotel	dziś	1400000
hotel	tym	1400000
hotel	domu	1400000
hotel	rodziną	1400000
hotel	bo	1400000
hotel	kiedy	1400000
hotel	proszę	1400000
hotel	bardzo	1400000
się	zadanie	1400000
się	książka	1400000
się	lekcja	1400000
się	szkoła	1400000
się	egzamin	1400000
przeczytać	zadanie	1400000
przeczytać	książka	1400000
przeczytać	lekcja	1400000
przeczytać	szkoła	1400000
przeczytać	egzamin	1400000
powiedział	zadanie	1400000
powiedział	książka	1400000
powiedział	lekcja	1400000
powiedział	szkoła	1400000
powiedział	egzamin	1400000
na	zadanie	1400000
na	książka	1400000
na	lekcja	1400000
na	szkoła	1400000
na	egzamin	1400000
zamyka	zadanie	1400000
zamyka	książka	1400000
zamyka	lekcja	1400000
zamyka	szkoła	1400000
zamyka	egzamin	1400000
zadanie	zadanie	1400000
zadanie	książka	1400000
zadanie	lekcja	1400000
zadanie	szkoła	1400000
zadanie	egzamin	1400000
zadanie	przed	1400000
zadanie	po	1400000
zadanie	jutro	1400000
zadanie	dziś	1400000
zadanie	tym	1400000
zadanie	domu	1400000
zadanie	rodziną	1400000
zadanie	bo	1400000
zadanie	kiedy	1400000
zadanie	proszę	1400000
zadanie	bardzo	1400000
książka	zadanie	1400000
książka	książka	1400000
książka	lekcja	1400000
książka	szkoła	1400000
książka	egzamin	1400000
książka	przed	1400000
książka	po	1400000
książka	jutro	1400000
książka	dziś	1400000
książka	tym	1400000
książka	domu	1400000
książka	rodziną	1400000
książka	bo	1400000
książka	kiedy	1400000
książka	proszę	1400000
książka	bardzo	1400000
lekcja	zadanie	1400000
lekcja	książka	1400000
lekcja	lekcja	1400000
lekcja	szkoła	1400000
lekcja	egzamin	1400000
lekcja	przed	1400000
lekcja	po	1400000
lekcja	jutro	1400000
lekcja	dziś	1400000
lekcja	tym	1400000
lekcja	domu	1400000
lekcja	rodziną	1400000
lekcja	bo	1400000
lekcja	kiedy	1400000
lekcja	proszę	1400000
lekcja	bardzo	1400000
szkoła	zadanie	1400000
szkoła	książka	1400000
szkoła	lekcja	1400000
szkoła	szkoła	1400000
szkoła	egzamin	1400000
szkoła	przed	1400000
szkoła	po	1400000
szkoła	jutro	1400000
szkoła	dziś	1400000
szkoła	tym	1400000
szkoła	domu	1400000
szkoła	rodziną	1400000
szkoła	bo	1400000
szkoła	kiedy	1400000
szkoła	proszę	1400000
szkoła	bardzo	1400000
egzamin	zadanie	1400000
egzamin	książka	1400000
egzamin	lekcja	1400000
egzamin	szkoła	1400000
egzamin	egzamin	1400000
egzamin	przed	1400000
egzamin	po	1400000
egzamin	jutro	1400000
egzamin	dziś	1400000
egzamin	tym	1400000
egzamin	domu	1400000
egzamin	rodziną	1400000
egzamin	bo	1400000
egzamin	kiedy	1400000
egzamin	proszę	1400000
egzamin	bardzo	1400000
zadzwonić	lekarz	1400000
zadzwonić	apteka	1400000
zadzwonić	wizyta	1400000
zadzwonić	problem	1400000
zadzwonić	recepta	1400000
powiedział	lekarz	1400000
powiedział	apteka	1400000
powiedział	wizyta	1400000
powiedział	problem	1400000
powiedział	recepta	1400000
zamyka	lekarz	1400000
zamyka	apteka	1400000
zamyka	wizyta	1400000
zamyka	problem	1400000
zamyka	recepta	1400000
potrzebuję	lekarz	1400000
potrzebuję	apteka	1400000
potrzebuję	wizyta	1400000
potrzebuję	problem	1400000
potrzebuję	recepta	1400000
jest	lekarz	1400000
jest	apteka	1400000
jest	wizyta	1400000
jest	problem	1400000
jest	recepta	1400000
lekarz	lekarz	1400000
lekarz	apteka	1400000
lekarz	wizyta	1400000
lekarz	problem	1400000
lekarz	recepta	1400000
lekarz	przed	1400000
lekarz	po	1400000
lekarz	jutro	1400000
lekarz	dziś	1400000
lekarz	tym	1400000
lekarz	domu	1400000
lekarz	rodziną	1400000
lekarz	bo	1400000
lekarz	kiedy	1400000
lekarz	proszę	1400000
lekarz	bardzo	1400000
apteka	lekarz	1400000
apteka	apteka	1400000
apteka	wizyta	1400000
apteka	problem	1400000
apteka	recepta	1400000
apteka	przed	1400000
apteka	po	1400000
apteka	jutro	1400000
apteka	dziś	1400000
apteka	tym	1400000
apteka	domu	1400000
apteka	rodziną	1400000
apteka	bo	1400000
apteka	kiedy	1400000
apteka	proszę	1400000
apteka	bardzo	1400000
wizyta	lekarz	1400000
wizyta	apteka	1400000
wizyta	recepta	1400000
problem	lekarz	1400000
problem	apteka	1400000
problem	recepta	1400000
recepta	lekarz	1400000
recepta	apteka	1400000
recepta	wizyta	1400000
recepta	problem	1400000
recepta	recepta	1400000
recepta	przed	1400000
recepta	po	1400000
recepta	jutro	1400000
recepta	dziś	1400000
recepta	tym	1400000
recepta	domu	1400000
recepta	rodziną	1400000
recepta	bo	1400000
recepta	kiedy	1400000
recepta	proszę	1400000
recepta	bardzo	1400000
kupić	zakupy	1400000
kupić	chleb	1400000
kupić	kawa	1400000
kupić	jedzenie	1400000
kupić	lista	1400000
są	zakupy	1400000
są	chleb	1400000
są	kawa	1400000
są	jedzenie	1400000
są	lista	1400000
przyniosę	zakupy	1400000
przyniosę	chleb	1400000
przyniosę	kawa	1400000
przyniosę	jedzenie	1400000
przyniosę	lista	1400000
potrzebujemy	zakupy	1400000
potrzebujemy	chleb	1400000
potrzebujemy	kawa	1400000
potrzebujemy	jedzenie	1400000
potrzebujemy	lista	1400000
dodaj	zakupy	1400000
dodaj	chleb	1400000
dodaj	kawa	1400000
dodaj	jedzenie	1400000
dodaj	lista	1400000
zakupy	zakupy	1400000
zakupy	chleb	1400000
zakupy	kawa	1400000
zakupy	jedzenie	1400000
zakupy	lista	1400000
zakupy	przed	1400000
zakupy	po	1400000
zakupy	jutro	1400000
zakupy	dziś	1400000
zakupy	tym	1400000
zakupy	domu	1400000
zakupy	rodziną	1400000
zakupy	bo	1400000
zakupy	kiedy	1400000
zakupy	proszę	1400000
zakupy	bardzo	1400000
chleb	zakupy	1400000
chleb	chleb	1400000
chleb	kawa	1400000
chleb	jedzenie	1400000
chleb	lista	1400000
chleb	przed	1400000
chleb	po	1400000
chleb	jutro	1400000
chleb	dziś	1400000
chleb	tym	1400000
chleb	domu	1400000
chleb	rodziną	1400000
chleb	bo	1400000
chleb	kiedy	1400000
chleb	proszę	1400000
chleb	bardzo	1400000
kawa	zakupy	1400000
kawa	chleb	1400000
kawa	kawa	1400000
kawa	jedzenie	1400000
kawa	lista	1400000
kawa	przed	1400000
kawa	po	1400000
kawa	jutro	1400000
kawa	dziś	1400000
kawa	tym	1400000
kawa	domu	1400000
kawa	rodziną	1400000
kawa	bo	1400000
kawa	kiedy	1400000
kawa	proszę	1400000
kawa	bardzo	1400000
jedzenie	zakupy	1400000
jedzenie	chleb	1400000
jedzenie	kawa	1400000
jedzenie	jedzenie	1400000
jedzenie	lista	1400000
jedzenie	przed	1400000
jedzenie	po	1400000
jedzenie	jutro	1400000
jedzenie	dziś	1400000
jedzenie	tym	1400000
jedzenie	domu	1400000
jedzenie	rodziną	1400000
jedzenie	bo	1400000
jedzenie	kiedy	1400000
jedzenie	proszę	1400000
jedzenie	bardzo	1400000
lista	zakupy	1400000
lista	chleb	1400000
lista	kawa	1400000
lista	jedzenie	1400000
jeść	kolacja	1400000
jeść	obiad	1400000
jeść	kuchnia	1400000
jeść	jedzenie	1400000
jeść	chleb	1400000
przygotuję	kolacja	1400000
przygotuję	obiad	1400000
przygotuję	kuchnia	1400000
przygotuję	jedzenie	1400000
przygotuję	chleb	1400000
będzie	kolacja	1400000
będzie	obiad	1400000
będzie	kuchnia	1400000
będzie	jedzenie	1400000
będzie	chleb	1400000
jest	kolacja	1400000
jest	obiad	1400000
jest	kuchnia	1400000
jest	jedzenie	1400000
jest	chleb	1400000
postawienie	kolacja	1400000
postawienie	obiad	1400000
postawienie	kuchnia	1400000
postawienie	jedzenie	1400000
postawienie	chleb	1400000
kolacja	kolacja	1400000
kolacja	obiad	1400000
kolacja	kuchnia	1400000
kolacja	jedzenie	1400000
kolacja	chleb	1400000
kolacja	przed	1400000
kolacja	po	1400000
kolacja	jutro	1400000
kolacja	dziś	1400000
kolacja	tym	1400000
kolacja	domu	1400000
kolacja	rodziną	1400000
kolacja	bo	1400000
kolacja	kiedy	1400000
kolacja	proszę	1400000
kolacja	bardzo	1400000
obiad	kolacja	1400000
obiad	obiad	1400000
obiad	kuchnia	1400000
obiad	jedzenie	1400000
obiad	chleb	1400000
obiad	przed	1400000
obiad	po	1400000
obiad	jutro	1400000
obiad	dziś	1400000
obiad	tym	1400000
obiad	domu	1400000
obiad	rodziną	1400000
obiad	bo	1400000
obiad	kiedy	1400000
obiad	proszę	1400000
obiad	bardzo	1400000
kuchnia	kolacja	1400000
kuchnia	obiad	1400000
kuchnia	kuchnia	1400000
kuchnia	jedzenie	1400000
kuchnia	chleb	1400000
kuchnia	przed	1400000
kuchnia	po	1400000
kuchnia	jutro	1400000
kuchnia	dziś	1400000
kuchnia	tym	1400000
kuchnia	domu	1400000
kuchnia	rodziną	1400000
kuchnia	bo	1400000
kuchnia	kiedy	1400000
kuchnia	proszę	1400000
kuchnia	bardzo	1400000
jedzenie	kolacja	1400000
jedzenie	obiad	1400000
jedzenie	kuchnia	1400000
chleb	kolacja	1400000
chleb	obiad	1400000
chleb	kuchnia	1400000
za	ciebie	1400000
za	popołudnie	1400000
za	jutro	1400000
za	dzień	1400000
za	wiadomość	1400000
dobry	ciebie	1400000
dobry	popołudnie	1400000
dobry	jutro	1400000
dobry	dzień	1400000
dobry	wiadomość	1400000
na	ciebie	1400000
na	popołudnie	1400000
na	dzień	1400000
na	wiadomość	1400000
dobrze	ciebie	1400000
dobrze	popołudnie	1400000
dobrze	jutro	1400000
dobrze	dzień	1400000
dobrze	wiadomość	1400000
ciebie	ciebie	1400000
ciebie	popołudnie	1400000
ciebie	jutro	1400000
ciebie	dzień	1400000
ciebie	wiadomość	1400000
ciebie	przed	1400000
ciebie	po	1400000
ciebie	dziś	1400000
ciebie	tym	1400000
ciebie	domu	1400000
ciebie	rodziną	1400000
ciebie	bo	1400000
ciebie	kiedy	1400000
ciebie	proszę	1400000
ciebie	bardzo	1400000
popołudnie	ciebie	1400000
popołudnie	popołudnie	1400000
popołudnie	jutro	1400000
popołudnie	dzień	1400000
popołudnie	wiadomość	1400000
popołudnie	przed	1400000
popołudnie	po	1400000
popołudnie	dziś	1400000
popołudnie	tym	1400000
popołudnie	domu	1400000
popołudnie	rodziną	1400000
popołudnie	bo	1400000
